IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
28,YAVAPAI SMOKE SHOP,1501 E GURLEY ST,,PRESCOTT,AZ,86305,34.54360564,-112.4927912,"1501 E GURLEY ST  PRESCOTT, AZ 86305",Original,28,,,Correct,"1841 E State Route 69, Prescott, AZ 86301, USA",34.548957,-112.432604,Active,YAVAPAI SMOKE SHOP,"1841 E State Route 69, Prescott, AZ 86301, USA",34.548957,-112.432604,POINT (-112.432604 34.548957),Yes,Yavapai-Prescott,Yavapai-Prescott Reservation
29,COCOPAH KORNER,15126 S AVE. B,,YUMA,AZ,85365,32.61966834,-114.6496628,"15126 S AVE. B  YUMA, AZ 85365",Original,29,,,Correct,"15126 S Avenue B, Somerton, AZ 85350, USA",32.6107858,-114.6499024,Active,COCOPAH KORNER,"15126 S Avenue B, Somerton, AZ 85350, USA",32.6107858,-114.6499024,POINT (-114.6499024 32.6107858),Yes,Cocopah,Cocopah Reservation
30,APACHE KID SMOKE SHOP,4935 N PUSHER DR,,RIMROCK,AZ,86335,34.640953,-111.78368,"4935 N PUSHER DR  RIMROCK, AZ 86335",Original,30,,,Correct,"4935 Pusher St, Rimrock, AZ 86335, USA",34.6408638,-111.7838075,Closed,APACHE KID SMOKE SHOP,"4935 Pusher St, Rimrock, AZ 86335, USA",34.6408638,-111.7838075,POINT (-111.7838075 34.6408638),Yes,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation
31,FORT MOJAVE SMOKE SHOP,8501 SOUTH HIGHWAY 95,,MOHAVE VALLEY,AZ,86440,34.90964063,-114.59790829999999,"8501 SOUTH HIGHWAY 95  MOHAVE VALLEY, AZ 86440",Original,31,1.0,yes,FORT MOJAVE SMOKESHOP,"8501 AZ-95, Mohave Valley, AZ 86440, USA",34.90928220000001,-114.59839129999999,Active,FORT MOJAVE SMOKESHOP,"8501 AZ-95, Mohave Valley, AZ 86440, USA",34.90928220000001,-114.5983913,POINT (-114.5983913 34.90928220000001),Yes,Fort Mojave,Fort Mojave Reservation
32,SHELL,4001 N PIMA RD,,SCOTTSDALE,AZ,85251,33.494434000000005,-111.89118,"4001 N PIMA RD  SCOTTSDALE, AZ 85251",Original,32,,,Correct,Correct,Correct,Correct,Active,SHELL,"4001 N PIMA RD  SCOTTSDALE, AZ 85251",33.494434000000005,-111.89118,POINT (-111.89118 33.49443400000001),Yes,Salt River,Salt River Reservation
33,YAVAPAI INDIAN SMOKE SHOP,1841 E HIGHWAY 69,FRONTIER VILLAGE CENTER,PRESCOTT,AZ,86301,34.54984283,-112.43704220000001,"1841 E HIGHWAY 69 FRONTIER VILLAGE CENTER PRESCOTT, AZ 86301",Original,33,,,Correct,Correct,Correct,Correct,Active,YAVAPAI INDIAN SMOKE SHOP,"1841 E HIGHWAY 69 FRONTIER VILLAGE CENTER PRESCOTT, AZ 86301",34.54984283,-112.43704220000001,POINT (-112.4370422 34.54984283),Yes,Yavapai-Prescott,Yavapai-Prescott Reservation
34,JR'S CONVENIENCE STORE,1601 N BEELINE HWY,,SCOTTSDALE,AZ,85256,33.4665184,-111.8432007,"1601 N BEELINE HWY  SCOTTSDALE, AZ 85256",Original,34,1.0,yes,Correct,Correct,Correct,Correct,Active,JR'S CONVENIENCE STORE,"1601 N BEELINE HWY  SCOTTSDALE, AZ 85256",33.4665184,-111.8432007,POINT (-111.8432007 33.4665184),Yes,Salt River,Salt River Reservation
35,7 2 11 #27,417 MAIN ST.,,TUBA CITY,AZ,86045,36.125296999999996,-111.236398,"417 MAIN ST.  TUBA CITY, AZ 86045",Original,35,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,7 2 11 #27,"417 MAIN ST.  TUBA CITY, AZ 86045",36.125296999999996,-111.236398,POINT (-111.236398 36.125297),Yes,Navajo Nation,Navajo Nation Reservation
36,7211 #31 FT. DEFIANCE,NAVAJO RTE. 12,,FORT DEFIANCE,AZ,86504,33.39215469,-111.6327896,"NAVAJO RTE. 12  FORT DEFIANCE, AZ 86504",Original,36,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,7211 #31 FT. DEFIANCE,"NAVAJO RTE. 12  FORT DEFIANCE, AZ 86504",33.39215469,-111.6327896,POINT (-111.6327896 33.39215469),No,,
37,7-ELEVEN,230 R.R.,,KAYENTA,AZ,86033,36.90800476,-111.45520020000001,"230 R.R.  KAYENTA, AZ 86033",Original,37,,,Correct,Correct,Correct,Correct,Closed,7-ELEVEN,"230 R.R.  KAYENTA, AZ 86033",36.90800476,-111.45520020000001,POINT (-111.4552002 36.90800476),No,,
38,7-ELEVEN,HWY. 160 & HWY. 163,,KAYENTA,AZ,86033,34.64115906,-111.7825394,"HWY. 160 & HWY. 163  KAYENTA, AZ 86033",Original,38,,,Correct,"7291 S Las Vegas Blvd, Las Vegas, NV 89119, USA",36.0572398,-115.17282150000001,Active,7-ELEVEN,"7291 S Las Vegas Blvd, Las Vegas, NV 89119, USA",36.0572398,-115.1728215,POINT (-115.1728215 36.0572398),No,,
39,7-ELEVEN,417 MAIN ST.,,TUBA CITY,AZ,86045,36.125296999999996,-111.236398,"417 MAIN ST.  TUBA CITY, AZ 86045",Original,39,,,Correct,Correct,Correct,Correct,Active,7-ELEVEN,"417 MAIN ST.  TUBA CITY, AZ 86045",36.125296999999996,-111.236398,POINT (-111.236398 36.125297),Yes,Navajo Nation,Navajo Nation Reservation
40,7-ELEVEN,HWY. 191,,MANY FARMS,AZ,86538,36.352802000000004,-109.61797,"HWY. 191  MANY FARMS, AZ 86538",Original,40,1.0,yes,Correct,Correct,Correct,Correct,Active,7-ELEVEN,"HWY. 191  MANY FARMS, AZ 86538",36.352802000000004,-109.61797,POINT (-109.61797 36.352802),Yes,Navajo Nation,Navajo Nation Reservation
41,AKIMEL FOOD TOBACCO,4231 WEST RIGGS ROAD,,CHANDLER,AZ,85248,33.218227,-111.86645,"4231 WEST RIGGS ROAD  CHANDLER, AZ 85248",Original,41,,,AKIMEL SMOKE SHOP,Correct,Correct,Correct,Active,AKIMEL SMOKE SHOP,"4231 WEST RIGGS ROAD  CHANDLER, AZ 85248",33.218227,-111.86645,POINT (-111.86645 33.218227),Within 1 mile,Gila River,Gila River Indian Reservation
42,APACHE GOLD CASINO CHEVRON,HWY. 70,,SAN CARLOS,AZ,85550,33.83747101,-111.6406555,"HWY. 70  SAN CARLOS, AZ 85550",Original,42,1.0,yes,APACHE GOLD CASINO RESORT,Correct,Correct,Correct,Active,APACHE GOLD CASINO RESORT,"HWY. 70  SAN CARLOS, AZ 85550",33.83747101,-111.6406555,POINT (-111.6406555 33.83747101),No,,
43,BAJA GAS STATION,10180 N. FORT MCDOWELL RD.,,FORT MCDOWELL,AZ,85264,33.579136,-111.67753300000001,"10180 N. FORT MCDOWELL RD.  FORT MCDOWELL, AZ 85264",Original,43,,,Correct,Correct,Correct,Correct,Active,BAJA GAS STATION,"10180 N. FORT MCDOWELL RD.  FORT MCDOWELL, AZ 85264",33.579136,-111.67753300000001,POINT (-111.677533 33.579136),Yes,Fort McDowell Yavapai Nation,Fort McDowell Yavapai Nation Reservation
44,BALDWIN MINI MARKET,NAVAJO RT. 7,,CHINLE,AZ,86503,36.123495,-109.4847788,"NAVAJO RT. 7  CHINLE, AZ 86503",Google,44,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BALDWIN MINI MARKET,"NAVAJO RT. 7  CHINLE, AZ 86503",36.123495,-109.4847788,POINT (-109.4847788 36.123495),Yes,Navajo Nation,Navajo Nation Reservation
45,BASHAS,1020 W. AZ DR.,,PARKER,AZ,85344,34.14674,-114.28884599999999,"1020 W. AZ DR.  PARKER, AZ 85344",Original,45,,,Correct,"1020 W Arizona Ave, Parker, AZ 85344, USA",34.147022,-114.2896637,Closed,BASHAS,"1020 W Arizona Ave, Parker, AZ 85344, USA",34.147022,-114.2896637,POINT (-114.2896637 34.147022),Yes,Colorado River,Colorado River Indian Reservation
46,BASHA'S #17,BIA RTE. 4 & BIA RTE. 41,,PINON,AZ,86501,36.097988,-110.2168,"BIA RTE. 4 & BIA RTE. 41  PINON, AZ 86501",Original,46,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BASHA'S #17,"BIA RTE. 4 & BIA RTE. 41  PINON, AZ 86501",36.097988,-110.2168,POINT (-110.2168 36.097988),Yes,Navajo Nation,Navajo Nation Reservation
47,BASHA'S #33,HWY. 91 AT RTE. 7,,CHINLE,AZ,86503,36.1600059,-109.58372220000001,"HWY. 91 AT RTE. 7  CHINLE, AZ 86503",Google,47,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BASHA'S #33,"HWY. 91 AT RTE. 7  CHINLE, AZ 86503",36.1600059,-109.58372220000001,POINT (-109.5837222 36.1600059),Yes,Navajo Nation,Navajo Nation Reservation
48,BASHA'S #35,HWY. 264 & RTE. 12,,WINDOW ROCK,AZ,86515,35.663395,-109.05713999999999,"HWY. 264 & RTE. 12  WINDOW ROCK, AZ 86515",Original,48,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BASHA'S #35,"HWY. 264 & RTE. 12  WINDOW ROCK, AZ 86515",35.663395,-109.05713999999999,POINT (-109.05714 35.663395),Yes,Navajo Nation,Navajo Nation Reservation
49,BASHA'S #39,HWY. 160 & HWY. 264,,TUBA CITY,AZ,86045,36.119339000000004,-111.22923,"HWY. 160 & HWY. 264  TUBA CITY, AZ 86045",Original,49,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BASHA'S #39,"HWY. 160 & HWY. 264  TUBA CITY, AZ 86045",36.119339000000004,-111.22923,POINT (-111.22923 36.119339),Yes,Hopi,Hopi Reservation
50,BASHA'S #42,JCT. HWY. 160 & HWY. 163,,KAYENTA,AZ,86033,36.707718,-110.24722,"JCT. HWY. 160 & HWY. 163  KAYENTA, AZ 86033",Original,50,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BASHA'S #42,"JCT. HWY. 160 & HWY. 163  KAYENTA, AZ 86033",36.707718,-110.24722,POINT (-110.24722 36.707718),Yes,Navajo Nation,Navajo Nation Reservation
51,BASHA'S #98,N.E. CORNER RTE. 15 & 60,,DILKON,AZ,86047,35.3899,-110.32995,"N.E. CORNER RTE. 15 & 60  DILKON, AZ 86047",Original,51,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BASHA'S #98,"N.E. CORNER RTE. 15 & 60  DILKON, AZ 86047",35.3899,-110.32995,POINT (-110.32995 35.3899),Yes,Navajo Nation,Navajo Nation Reservation
52,BASHAS SUPERMARKET,U.S. 70  & S.R. 170,,PERIDOT,AZ,85542,33.299488000000004,-110.45737,"U.S. 70  & S.R. 170  PERIDOT, AZ 85542",Original,52,,,Correct,"US-70, Peridot, AZ 85550, USA",33.2996419,-110.4598291,Active,BASHAS SUPERMARKET,"US-70, Peridot, AZ 85550, USA",33.2996419,-110.4598291,POINT (-110.4598291 33.2996419),Yes,San Carlos,San Carlos Reservation
53,BASHAS' SUPERMARKET,27 HWY. 86 & RTE. 19,111 MAIN ST.,SELLS,AZ,85634,33.84178543,-111.3050308,"27 HWY. 86 & RTE. 19 111 MAIN ST. SELLS, AZ 85634",Original,53,1.0,yes,Correct,Correct,Correct,Correct,Active,BASHAS' SUPERMARKET,"27 HWY. 86 & RTE. 19 111 MAIN ST. SELLS, AZ 85634",33.84178543,-111.3050308,POINT (-111.3050308 33.84178543),No,,
54,BASHAS' SUPERMARKET,HWY. 73 & MAIN ST.,,WHITERIVER,AZ,85941,33.82422879999999,-109.97905379999999,"HWY. 73 & MAIN ST.  WHITERIVER, AZ 85941",Google,54,1.0,maybe,Correct,"12513 LA-73, Geismar, LA 70734, USA",30.253857,-90.9904114,Active,BASHAS' SUPERMARKET,"12513 LA-73, Geismar, LA 70734, USA",30.253857,-90.9904114,POINT (-90.9904114 30.253857),No,,
55,BLACK MESA SHOPPING CENTER,HWY. 160 & HWY. 564,,BLACK MESA,AZ,86503,,,"HWY. 160 & HWY. 564  BLACK MESA, AZ 86503",Original,55,,,Correct,Correct,Correct,Correct,Active,BLACK MESA SHOPPING CENTER,"HWY. 160 & HWY. 564  BLACK MESA, AZ 86503",,,POINT (nan nan),Coordinates NA,Coordinates NA,Coordinates NA
56,BLUE WATER RESORT & CASINO,11300 RESORT DR.,,PARKER,AZ,85344,34.165634999999995,-114.265928,"11300 RESORT DR.  PARKER, AZ 85344",Original,56,1.0,yes,Correct,Correct,Correct,Correct,Active,BLUE WATER RESORT & CASINO,"11300 RESORT DR.  PARKER, AZ 85344",34.165634999999995,-114.265928,POINT (-114.265928 34.16563499999999),Yes,Colorado River,Colorado River Indian Reservation
57,BUCKY'S CASINO,1500 E. S.R. 69,,PRESCOTT,AZ,86301,34.550903000000005,-112.447,"1500 E. S.R. 69  PRESCOTT, AZ 86301",Original,57,,,Correct,"1500 AZ-69, Prescott, AZ 86301, USA",34.551122,-112.447267,Active,BUCKY'S CASINO,"1500 AZ-69, Prescott, AZ 86301, USA",34.551122,-112.447267,POINT (-112.447267 34.551122),Yes,Yavapai-Prescott,Yavapai-Prescott Reservation
58,BURNSIDE CHEVRON,HWY. 191 & 264,,GANADO,AZ,86505,35.708923,-109.54221000000001,"HWY. 191 & 264  GANADO, AZ 86505",Original,58,1.0,no,CHEVRON GANADO,Correct,Correct,Correct,Closed,CHEVRON GANADO,"HWY. 191 & 264  GANADO, AZ 86505",35.708923,-109.54221000000001,POINT (-109.54221 35.708923),Yes,Navajo Nation,Navajo Nation Reservation
59,CAMERON CONOCO,1 HWY. 89,,CAMERON,AZ,86020,36.303492999999996,-111.46016000000002,"1 HWY. 89  CAMERON, AZ 86020",Original,59,1.0,yes,CAMERON TRADING POST RV PARK,"466 US-89, Cameron, AZ 86020, USA",35.8747553,-111.4111723,Active,CAMERON TRADING POST RV PARK,"466 US-89, Cameron, AZ 86020, USA",35.8747553,-111.4111723,POINT (-111.4111723 35.8747553),Yes,Navajo Nation,Navajo Nation Reservation
60,CANYON DAY CONVENIENT STORE,S. MIDDLE ST. & HWY. 73,,WHITERIVER,AZ,85941,33.790764,-110.0236,"S. MIDDLE ST. & HWY. 73  WHITERIVER, AZ 85941",Original,60,1.0,yes,Correct,"S Middle St & Highway 73, Whiteriver, AZ 85941, USA",33.7907629,-110.0235992,Active,CANYON DAY CONVENIENT STORE,"S Middle St & Highway 73, Whiteriver, AZ 85941, USA",33.7907629,-110.0235992,POINT (-110.0235992 33.7907629),Yes,Fort Apache,Fort Apache Reservation
61,CASINO ARIZONA,524 N. 92ND ST.,,SCOTTSDALE,AZ,85256,33.453694,-111.883321,"524 N. 92ND ST.  SCOTTSDALE, AZ 85256",Original,61,,,Correct,Correct,Correct,Correct,Active,CASINO ARIZONA,"524 N. 92ND ST.  SCOTTSDALE, AZ 85256",33.453694,-111.883321,POINT (-111.883321 33.453694),Yes,Salt River,Salt River Reservation
62,CHAMBERS TRADING POST,HWY. 191 EXIT 333,,CHAMBERS,AZ,86502,35.19052100000001,-109.43189,"HWY. 191 EXIT 333  CHAMBERS, AZ 86502",Original,62,1.0,yes,Correct,"I40 and Hwy 191 Exit 333, Chambers, AZ 86502, USA",35.190667299999994,-109.43256609999999,Active,CHAMBERS TRADING POST,"I40 and Hwy 191 Exit 333, Chambers, AZ 86502, USA",35.19066729999999,-109.4325661,POINT (-109.4325661 35.19066729999999),Within 1 mile,Navajo Nation,Navajo Nation Reservation
63,CHEVRON,RTE. 7,,CHINLE,AZ,86503,36.123495,-109.4847788,"RTE. 7  CHINLE, AZ 86503",Google,63,,,Correct,Correct,Correct,Correct,Active,CHEVRON,"RTE. 7  CHINLE, AZ 86503",36.123495,-109.4847788,POINT (-109.4847788 36.123495),Yes,Navajo Nation,Navajo Nation Reservation
64,CHEVRON,320 CASTLE LANE,,CAMP VERDE,AZ,86322,34.609814,-111.85986399999999,"320 CASTLE LANE  CAMP VERDE, AZ 86322",Original,64,,,Correct,Correct,Correct,Correct,Active,CHEVRON,"320 CASTLE LANE  CAMP VERDE, AZ 86322",34.609814,-111.85986399999999,POINT (-111.859864 34.609814),Within 1 mile,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation
65,CHINLE CONOCO,NAVAJO RTE. 7,,CHINLE,AZ,86503,33.51650238,-112.06606289999999,"NAVAJO RTE. 7  CHINLE, AZ 86503",Original,65,,,Correct,"300 E Navajo Rte 7, US-191, Chinle, AZ 86503, USA",36.1593205,-109.5772545,Active,CHINLE CONOCO,"300 E Navajo Rte 7, US-191, Chinle, AZ 86503, USA",36.1593205,-109.5772545,POINT (-109.5772545 36.1593205),Yes,Navajo Nation,Navajo Nation Reservation
66,CIRCLE K,1516 S. CA AVE.,,PARKER,AZ,85344,34.145227,-114.285976,"1516 S. CA AVE.  PARKER, AZ 85344",Original,66,,,Correct,"1516 S California Ave, Parker, AZ 85344, USA",34.1445607,-114.28594450000001,Active,CIRCLE K,"1516 S California Ave, Parker, AZ 85344, USA",34.1445607,-114.2859445,POINT (-114.2859445 34.1445607),Yes,Colorado River,Colorado River Indian Reservation
67,CIRCLE K,8861 RIVERSIDE DR.,,PARKER,AZ,85344,34.200094,-114.220454,"8861 RIVERSIDE DR.  PARKER, AZ 85344",Original,67,,,Correct,Correct,Correct,Correct,Active,CIRCLE K,"8861 RIVERSIDE DR.  PARKER, AZ 85344",34.200094,-114.220454,POINT (-114.220454 34.200094),Within 1 mile,Colorado River,Colorado River Indian Reservation
68,CLIFF CASTLE CASINO HOTEL,555 MIDDLE VERDE RD.,,CAMP VERDE,AZ,86322,34.609854999999996,-111.861566,"555 MIDDLE VERDE RD.  CAMP VERDE, AZ 86322",Original,68,,,Correct,Correct,Correct,Correct,Active,CLIFF CASTLE CASINO HOTEL,"555 MIDDLE VERDE RD.  CAMP VERDE, AZ 86322",34.609854999999996,-111.861566,POINT (-111.861566 34.609855),Within 1 mile,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation
69,COCOPAH GIFT SHOP,15268 S. AVE. B,,SOMERTON,AZ,85350,32.607733,-114.649854,"15268 S. AVE. B  SOMERTON, AZ 85350",Original,69,1.0,yes,Correct,"15268 S Avenue B, Somerton, AZ 85350, USA",32.6077303,-114.65077759999998,Active,COCOPAH GIFT SHOP,"15268 S Avenue B, Somerton, AZ 85350, USA",32.6077303,-114.65077759999998,POINT (-114.6507776 32.6077303),Yes,Cocopah,Cocopah Reservation
70,CONOCO,U.S. 160,,KAYENTA,AZ,86033,34.51117706,-114.3254395,"U.S. 160  KAYENTA, AZ 86033",Original,70,1.0,yes,Correct,Correct,Correct,Correct,Active,CONOCO,"U.S. 160  KAYENTA, AZ 86033",34.51117706,-114.3254395,POINT (-114.3254395 34.51117706),No,,
71,CONOCO,BIA RTE. 4 & BIA RTE. 41,,PINON,AZ,86510,36.097988,-110.2168,"BIA RTE. 4 & BIA RTE. 41  PINON, AZ 86510",Original,71,,,Correct,Correct,Correct,Correct,Active,CONOCO,"BIA RTE. 4 & BIA RTE. 41  PINON, AZ 86510",36.097988,-110.2168,POINT (-110.2168 36.097988),Yes,Navajo Nation,Navajo Nation Reservation
72,CROSSROADS CONVENIENCE STORE #713,HWY. 98 N. 16,,TONALEA,AZ,86044,36.5940509,-110.79131070000001,"HWY. 98 N. 16  TONALEA, AZ 86044",Google,72,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,CROSSROADS CONVENIENCE STORE #713,"HWY. 98 N. 16  TONALEA, AZ 86044",36.5940509,-110.79131070000001,POINT (-110.7913107 36.5940509),Yes,Navajo Nation,Navajo Nation Reservation
73,DEL SOL MARKETPLACE,5405 W. VALENCIA RD,,TUSCON,AZ,85757,32.133403,-111.08061000000001,"5405 W. VALENCIA RD  TUSCON, AZ 85757",Original,73,,,Correct,Correct,Correct,Correct,Active,DEL SOL MARKETPLACE,"5405 W. VALENCIA RD  TUSCON, AZ 85757",32.133403,-111.08061000000001,POINT (-111.08061 32.133403),Yes,Pascua Pueblo Yaqui,Pascua Pueblo Yaqui Off-Reservation Trust Land
74,DESERT DIAMOND CASINO - SAHUARITA,1100 W. PIMA MINE RD.,,SAHUARITA,AZ,85629,32.00134,-110.988419,"1100 W. PIMA MINE RD.  SAHUARITA, AZ 85629",Original,74,1.0,yes,Correct,Correct,Correct,Correct,Active,DESERT DIAMOND CASINO - SAHUARITA,"1100 W. PIMA MINE RD.  SAHUARITA, AZ 85629",32.00134,-110.988419,POINT (-110.988419 32.00134),Within 1 mile,Tohono O'odham Nation,Tohono O'odham Nation Reservation
75,DESERT DIAMOND CASINO - TUCSON,7350 S. NOGALES HWY.,,TUCSON,AZ,85756,32.118025,-110.960733,"7350 S. NOGALES HWY.  TUCSON, AZ 85756",Original,75,,,Correct,Correct,Correct,Correct,Active,DESERT DIAMOND CASINO - TUCSON,"7350 S. NOGALES HWY.  TUCSON, AZ 85756",32.118025,-110.960733,POINT (-110.960733 32.118025),Yes,Tohono O'odham Nation,Tohono O'odham Nation Reservation
76,DESERT DIAMOND CASINO - WHY,HWY. 86 MILEPOST 55,,WHY,AZ,85321,32.244112699999995,-112.72644540000002,"HWY. 86 MILEPOST 55  WHY, AZ 85321",Google,76,1.0,yes,Correct,Correct,Correct,Correct,Active,DESERT DIAMOND CASINO - WHY,"HWY. 86 MILEPOST 55  WHY, AZ 85321",32.244112699999995,-112.72644540000002,POINT (-112.7264454 32.2441127),Yes,Tohono O'odham Nation,Tohono O'odham Nation Reservation
77,DOLLAR GENERAL,10255 HARBOR AVE.,,MOHAVE VALLEY,AZ,86440,34.857661,-114.60498700000001,"10255 HARBOR AVE.  MOHAVE VALLEY, AZ 86440",Original,77,,,Correct,Correct,Correct,Correct,Active,DOLLAR GENERAL,"10255 HARBOR AVE.  MOHAVE VALLEY, AZ 86440",34.857661,-114.60498700000001,POINT (-114.604987 34.857661),Within 1 mile,Fort Mojave,Fort Mojave Reservation
78,GIANT,HWY. 160 & HWY. 163,,KAYENTA,AZ,86033,36.707734,-110.24727299999999,"HWY. 160 & HWY. 163  KAYENTA, AZ 86033",Original,78,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT,"HWY. 160 & HWY. 163  KAYENTA, AZ 86033",36.707734,-110.24727299999999,POINT (-110.247273 36.707734),Yes,Navajo Nation,Navajo Nation Reservation
79,GIANT #2254,OFF HWY. 60,,DILKON,AZ,86047,32.69621277,-113.95839690000001,"OFF HWY. 60  DILKON, AZ 86047",Original,79,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #2254,"OFF HWY. 60  DILKON, AZ 86047",32.69621277,-113.95839690000001,POINT (-113.9583969 32.69621277),No,,
80,GIANT #3106,HWY. 191,,ROCK POINT,AZ,86545,36.718056,-109.62596,"HWY. 191  ROCK POINT, AZ 86545",Original,80,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #3106,"HWY. 191  ROCK POINT, AZ 86545",36.718056,-109.62596,POINT (-109.62596 36.718056),Yes,Navajo Nation,Navajo Nation Reservation
81,GIANT #3108 FT. DEFIANCE,12 INDIAN RTE. 110,,FORT DEFIANCE,AZ,86504,35.749465,-109.081382,"12 INDIAN RTE. 110  FORT DEFIANCE, AZ 86504",Original,81,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #3108 FT. DEFIANCE,"12 INDIAN RTE. 110  FORT DEFIANCE, AZ 86504",35.749465,-109.081382,POINT (-109.081382 35.749465),Yes,Navajo Nation,Navajo Nation Reservation
82,GIANT #7252,BURNSIDE JCT. HWY. 264 & 191,,BURNSIDE,AZ,86505,32.27225113,-110.9264679,"BURNSIDE JCT. HWY. 264 & 191  BURNSIDE, AZ 86505",Original,82,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #7252,"BURNSIDE JCT. HWY. 264 & 191  BURNSIDE, AZ 86505",32.27225113,-110.9264679,POINT (-110.9264679 32.27225113),No,,
83,GIANT #7253,JCT. NAVAJO RTE. 12 & 13,,LUKACHUKAI,AZ,86507,36.405575,-109.26499,"JCT. NAVAJO RTE. 12 & 13  LUKACHUKAI, AZ 86507",Original,83,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #7253,"JCT. NAVAJO RTE. 12 & 13  LUKACHUKAI, AZ 86507",36.405575,-109.26499,POINT (-109.26499 36.405575),Yes,Navajo Nation,Navajo Nation Reservation
84,GIANT #7255,HWY. 191,,CHINLE,AZ,86503,33.19104767,-111.50774380000001,"HWY. 191  CHINLE, AZ 86503",Original,84,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #7255,"HWY. 191  CHINLE, AZ 86503",33.19104767,-111.50774380000001,POINT (-111.5077438 33.19104767),No,,
85,GIANT #7267,U.S. HWY. 191 & INDIAN RTE. 64,,CHINLE,AZ,86503,36.160393,-109.58318,"U.S. HWY. 191 & INDIAN RTE. 64  CHINLE, AZ 86503",Original,85,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #7267,"U.S. HWY. 191 & INDIAN RTE. 64  CHINLE, AZ 86503",36.160393,-109.58318,POINT (-109.58318 36.160393),Yes,Navajo Nation,Navajo Nation Reservation
86,GIANT #7505,77 N. HWY. 28,,WHITE CONE,AZ,86031,35.561756,-110.08018,"77 N. HWY. 28  WHITE CONE, AZ 86031",Original,86,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #7505,"77 N. HWY. 28  WHITE CONE, AZ 86031",35.561756,-110.08018,POINT (-110.08018 35.561756),Yes,Navajo Nation,Navajo Nation Reservation
87,GIANT #7506,N.E. CORNER OF HWY. 160 & 264,,TUBA CITY,AZ,86045,36.1186506,-111.2293946,"N.E. CORNER OF HWY. 160 & 264  TUBA CITY, AZ 86045",Google,87,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #7506,"N.E. CORNER OF HWY. 160 & 264  TUBA CITY, AZ 86045",36.1186506,-111.2293946,POINT (-111.2293946 36.1186506),Yes,Hopi,Hopi Reservation
88,GIANT #7601,HWY. 264,,ST. MICHAELS,AZ,86511,35.716286,-109.34818999999999,"HWY. 264  ST. MICHAELS, AZ 86511",Original,88,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,GIANT #7601,"HWY. 264  ST. MICHAELS, AZ 86511",35.716286,-109.34818999999999,POINT (-109.34819 35.716286),Yes,Navajo Nation,Navajo Nation Reservation
89,76 / SERVICE CENTER / FOOD MART,185 W. PIMA ST.,,SACATON,AZ,85147,33.080208,-111.74252,"185 W. PIMA ST.  SACATON, AZ 85147",Original,89,,,Correct,Correct,Correct,Correct,Active,76 / SERVICE CENTER / FOOD MART,"185 W. PIMA ST.  SACATON, AZ 85147",33.080208,-111.74252,POINT (-111.74252 33.080208),Yes,Gila River,Gila River Indian Reservation
90,H MARKET,506 N. CHIEF AVE.,,WHITERIVER,AZ,85941,33.838466,-109.964432,"506 N. CHIEF AVE.  WHITERIVER, AZ 85941",Original,90,,,Correct,Correct,Correct,Correct,Active,H MARKET,"506 N. CHIEF AVE.  WHITERIVER, AZ 85941",33.838466,-109.964432,POINT (-109.964432 33.838466),Yes,Fort Apache,Fort Apache Reservation
