IMPAQ_ID,Filing Number,Entity Name,Entity Mailing Address,Entity Store Address,Entity Address,Agent Name,Agent Address,Operation Status,matchsource,Longitude,Latitude
1970,C2083663,RITE AID REALTY CORP.,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,,,ACTIVE,Census,-118.4231,34.226894
1970,C4018758,RITE AID ROOTER INC,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,KARAPET TAGARYAN,8675 NAGLE AVE PANORAMA CITY CA 91402,ACTIVE,Census,-76.916,40.258434
1970,C2071407,"RITE AID TRANSPORT, INC.",PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-118.397865,34.0196
1970,200222500010,"B.A.G. RITE AID #188, L.P.",10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,ALAN J GINDI,10100 CULVER BLVD STE D CULVER CITY CA 90232,ACTIVE,Census,-117.210526,32.87852
1970,201316910587,"BRIXTON RITE AID - DAYTON #2, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED,Census,-117.210526,32.87852
1970,201312910096,"BRIXTON RITE AID-CB RITE AIDS, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED,Census,-117.210526,32.87852
1970,201312910101,"BRIXTON RITE AID-DAYTON #1, LLC",4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,,,CANCELED,Census,-118.47968999999999,34.155838
1970,200105110024,DAYTON RITE AID LLC,,15915 VENTURA BLVD. PH2  ENCINO CA 91436,15915 VENTURA BLVD. PH2  ENCINO CA 91436,MICHAEL A. WATERMAN,15915 VENTURA BLVD. PH2 ENCINO CA 91436,CANCELED,Google,-111.890578,40.769772700000004
1970,201523710145,ERH RITE AID LLC,15 WEST SOUTH TEMPLE STE 900  SALT LAKE CTIY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,,,ACTIVE,Census,-76.916,40.258434
1970,199731810037,RITE AID FUNDING LLC,,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,CT CORPORATION SYSTEM,* ,MERGED OUT,Census,-117.825584,33.876
1970,200616110214,RITE AID LANSING LLC,,17721 SEMINOLE WAY  YORBA LINDA CA 92886,17721 SEMINOLE WAY  YORBA LINDA CA 92886,,,CANCELED,Census,-118.547104,34.25673
1970,200909210019,"RITE AID NY, LLC",19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,MAUREEN KOPPEL,19001 TUBA ST NORTHRIDGE CA 91324,ACTIVE,Census,-117.84283400000001,33.67972
1970,201434510223,"SANDERSON J. RAY RITE AID LAGUNA WOODS, LLC",2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,GARY P LONG,2699 WHITE RD STE 150 IRVINE CA 92614,CANCELED,Census,-76.916,40.258434
1972,C2367993,RITE AID CORPORATION,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-76.916,40.258434
1972,C2349501,RITE AID HDQTRS. CORP.,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-76.916,40.258434
1972,C0490237,RITE AID LEASE MANAGEMENT COMPANY,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-76.916,40.258434
1972,C2083663,RITE AID REALTY CORP.,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,,,ACTIVE,Census,-118.4231,34.226894
1972,C4018758,RITE AID ROOTER INC,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,KARAPET TAGARYAN,8675 NAGLE AVE PANORAMA CITY CA 91402,ACTIVE,Census,-76.916,40.258434
1972,C2071407,"RITE AID TRANSPORT, INC.",PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-118.397865,34.0196
1972,200222500010,"B.A.G. RITE AID #188, L.P.",10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,ALAN J GINDI,10100 CULVER BLVD STE D CULVER CITY CA 90232,ACTIVE,Census,-117.210526,32.87852
1972,201316910587,"BRIXTON RITE AID - DAYTON #2, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED,Census,-117.210526,32.87852
1972,201312910096,"BRIXTON RITE AID-CB RITE AIDS, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED,Census,-117.210526,32.87852
1972,201312910101,"BRIXTON RITE AID-DAYTON #1, LLC",4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,,,CANCELED,Census,-118.47968999999999,34.155838
1972,200105110024,DAYTON RITE AID LLC,,15915 VENTURA BLVD. PH2  ENCINO CA 91436,15915 VENTURA BLVD. PH2  ENCINO CA 91436,MICHAEL A. WATERMAN,15915 VENTURA BLVD. PH2 ENCINO CA 91436,CANCELED,Google,-111.890578,40.769772700000004
1972,201523710145,ERH RITE AID LLC,15 WEST SOUTH TEMPLE STE 900  SALT LAKE CTIY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,,,ACTIVE,Census,-76.916,40.258434
1972,199731810037,RITE AID FUNDING LLC,,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,CT CORPORATION SYSTEM,* ,MERGED OUT,Census,-117.825584,33.876
1972,200616110214,RITE AID LANSING LLC,,17721 SEMINOLE WAY  YORBA LINDA CA 92886,17721 SEMINOLE WAY  YORBA LINDA CA 92886,,,CANCELED,Census,-118.547104,34.25673
1972,200909210019,"RITE AID NY, LLC",19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,MAUREEN KOPPEL,19001 TUBA ST NORTHRIDGE CA 91324,ACTIVE,Census,-117.84283400000001,33.67972
1972,201434510223,"SANDERSON J. RAY RITE AID LAGUNA WOODS, LLC",2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,GARY P LONG,2699 WHITE RD STE 150 IRVINE CA 92614,CANCELED,Google,-71.47764579999998,41.9903803
1977,C2543240,"CVS PHARMACY, INC.","ONE CVS DRIVE, LEGAL DEPT.  WOONSOCKET RI 02895",ONE CVS DRIVE  WOONSOCKET RI 02895,ONE CVS DRIVE  WOONSOCKET RI 02895,,,ACTIVE,Google,-71.47764579999998,41.9903803
1977,200522210067,"CALIFORNIA CVS PHARMACY, L.L.C.",,ONE CVS DR  WOONSOCKET RI 02895,ONE CVS DR  WOONSOCKET RI 02895,,,MERGED OUT,Census,-118.27238999999999,34.082264
2009,C3247182,"001 SMOKE SHOP, INC.","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026",ARMINE BABAYAN,750 GLENVIA ST APT 314 GLENDALE CA 91206,ACTIVE,Census,-120.956535,37.653183
2009,C4183467,"1 STOP SMOKE SHOP & MORE, INC.",2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,EMAD MOHSEN,3654 WHITEHAVEN AVE CERES CA 95307,ACTIVE,Census,-118.34634399999999,34.128693
2009,C3506874,"101 SMOKE SHOP, INC.",3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,ARUTYUN KEPENYAN,3266 W CAHUENGA BLVD LOS ANGELES CA 90068,DISSOLVED,Google,-116.0962344,34.134685100000006
2009,C2611394,"29 SMOKE SHOP, INC.","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277",ELIZABETH PRIETO,5494 MORONGO RD 29 PALMS CA 92277,DISSOLVED,Google,-117.5394298,33.9965751
2009,C4121558,888 SMOKE SHOP,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,SAURAB KUMAR,11722 SALVIA ST JURUPA VALLEY CA 91752,ACTIVE,Google,-118.29210479999999,34.0701703
2009,C3670208,A2Z SMOKE SHOP,213 S VERMONT AVE  LOS ANGELES CA 93110,213 S VERMONT AVE  LOS ANGELES CA 90004,213 S VERMONT AVE  LOS ANGELES CA 90004,SAHAK VARDANYAN,213 S VERMONT AVE LOS ANGELES CA 90004,ACTIVE,Census,-118.25764,34.105206
2009,C4121435,AA SMOKE SHOP INC,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,DAVID AVETISYAN,2334 FLETCHER DR LOS ANGELES CA 90039,ACTIVE,Census,-120.99448999999998,37.698463000000004
2009,C4133996,"AA SMOKE SHOP PLUS, INC.",4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,BASMA MUTHANA,4213 MCHENRY AVE MODESTO CA 95356,ACTIVE,Census,-117.17998,32.819953999999996
2009,C4203433,"ABC SMOKE SHOP, INC.",5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,MELAD SHABA,5621 BALBOA AVE SAN DIEGO CA 92111,ACTIVE,Google,-118.3521957,33.954402200000004
2009,C3680656,"ALEX SMOKE SHOP & MINI MART, INC",718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,ELSADIG BASHIR,718 N LA BREA AVE INGLEWOOD CA 90302,DISSOLVED,Census,-120.956535,37.653183
2009,201605410153,"1 STOP SMOKE SHOP & MORE, LLC",2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,ZINAH QASEM,1133 N CARPENTER RD MODESTO CA 95351,ACTIVE,Census,-118.44872,34.185
2009,201610310529,1STOP SMOKE SHOP LLC,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,DERRICK WILLIAMS,15540 SHERMAN WAY #14 VAN NUYS CA 91406,SOS/FTB SUSPENDED,Census,-118.40154,34.26432
2009,201513910589,3 BROS SMOKE SHOP LLC,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,SARKIS GURYUNLYAN,10750 GLENOAKS BLVD #2 PACOIMA CA 91331,SOS/FTB SUSPENDED,Census,-118.35233000000001,34.07824
2009,201507810175,"3 KINGZ SMOKE SHOP, LLC",7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,ERICK GURROLA,7453 OAKWOOD AVE LOS ANGELES CA 90036,SOS/FTB SUSPENDED,Google,-117.89759740000001,33.8395351
2009,201326210162,"710 BLUNTS AND STUFF SMOKE SHOP, LLC",1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,MALCOLM EQUINOA,1501 E LINCOLN ANAHEIM CA 92805,SOS/FTB SUSPENDED,Census,-117.08633999999999,32.696762
2009,201700510303,A TO Z SMOKE SHOP AND MINI MART LLC,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,MENA W SALAMA,5067 LOGAN AVE SAN DIEGO CA 92113,ACTIVE,Census,-117.42100500000001,33.92901
2009,200101310012,"ADAMS SMOKE SHOP, LLC.",,3546 ADAMS ST  RIVERSIDE CA 92504,3546 ADAMS ST  RIVERSIDE CA 92504,HISHAM ZAAI,3546 ADAMS ST RIVERSIDE CA 92504,FTB SUSPENDED,Census,-117.27876,33.929787
2009,201810210324,"ANOTHER SMOKE SHOP, LLC",13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,,,ACTIVE,Census,-118.25783500000001,34.13483
2009,201234910008,"AREA 51 SMOKE SHOP, LLC",1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,RAHEEL LAKHANY,1001 SOUTH CENTRAL AVE GLENDALE CA 91204-2210,ACTIVE,Google,-118.15970690000002,33.874944799999994
2009,200923310084,"ARTESIA BOULEVARD SMOKE SHOP, LLC",,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,TING YUAN TAO,2801 E ARTESIA BOULEVARD UNIT A LONG BEACH CA 90805,FTB SUSPENDED,Census,-118.5888,34.19377
2032,C2381592,"A & P TOBACCO DISCOUNT, CORP.",20910 VANOWEN ST  CANOGA PARK CA 91303,20910 VANOWEN ST  CANOGA PARK CA 91303,20910 VANOWEN ST  CANOGA PARK CA 91303,FARZAD TAHOOR,20910 VANOWEN ST CANOGA PARK CA 91303,DISSOLVED,Census,-117.22636399999999,33.943672
2032,C3322030,"DISCOUNT CENTER TOBACCO, INC.",12190 PERRIS BLVD STE Q  MORENO VALLEY CA 92557-7424,12190 PERRIS BLVD STE Q  MORENO VALLEY CA 92557-7424,12190 PERRIS BLVD STE Q  MORENO VALLEY CA 92557-7424,MIKE TELLO,11411 STEEPLE CHASE DR MORENO VALLEY CA 92555,DISSOLVED,Census,-116.881584,32.715977
2032,C2282603,"DISCOUNT TOBACCO OUTLET, INC.",3033 SCHLEE CYN RD  JAMUL CA 91935,3033 SCHLEE CYN RD  JAMUL CA 91935,3033 SCHLEE CYN RD  JAMUL CA 91935,JIM YACOO,3033 SCHLEE CYN RD JAMUL CA 91935,DISSOLVED,Google,-118.0871202,34.1045345
2032,C2457998,"DISCOUNT TOBACCO SHOP, INC.",927 E. LAS TUNAS DR. # B  SAN GABRIEL CA 91776,927 E. LAS TUNAS DR. # B  SAN GABRIEL CA 91776,927 E. LAS TUNAS DR. # B  SAN GABRIEL CA 91776,NADER MERCHO,927 E. LAS TUNAS DR. # B SAN GABRIEL CA 91776,SOS/FTB SUSPENDED,Census,-118.09522,34.06264
2032,C2023444,"DISCOUNT TOBACCO, INC.",7951 GARVEY AVE  ROSEMEAD CA 91770,7951 GARVEY AVE  ROSEMEAD CA 91770,7951 GARVEY AVE  ROSEMEAD CA 91770,ANNE LIEU,7951 GARVEY AVE ROSEMEAD CA 91770,DISSOLVED,Census,-117.86773000000001,33.734035
2032,C3383856,"HOOVER DISCOUNT STORE AND TOBACCO, INC.",1131 S MAIN ST  SANTA ANA CA 92707,1131 S MAIN ST  SANTA ANA CA 92707,1131 S MAIN ST  SANTA ANA CA 92707,MOHAMED ABOSELIM,1131 S MAIN ST SANTA ANA CA 92707,ACTIVE,Census,-118.0952,34.06264
2032,C2834544,KIM'S DISCOUNT TOBACCO INC.,7953 GARVEY AVE  ROSEMEAD CA 91770,7953 GARVEY AVE  ROSEMEAD CA 91770,7953 GARVEY AVE  ROSEMEAD CA 91770,WINNIE CHUONG,7953 GARVEY AVE ROSEMEAD CA 91770,FTB SUSPENDED,Census,-118.31378000000001,33.974583
2032,201119310428,99 CENT DISCOUNT MARKET TOBACCO LLC,,2009 W FLORENCE AVE  LOS ANGELES CA 90047,2009 W FLORENCE AVE  LOS ANGELES CA 90047,AMRO ABBAS,3013 S BRONSON AVE LOS ANGELES CA 90018,SOS/FTB SUSPENDED,Census,-118.91423999999999,35.367645
2032,201607810116,"AG DISCOUNT & TOBACCO, LLC","624 MORNING DR, STE A  BAKERSFIELD CA 93306","624 MORNING DR, STE A  BAKERSFIELD CA 93306","624 MORNING DR, STE A  BAKERSFIELD CA 93306",ANWAR GAZALI,8925 RHINE VALLEY DR BAKERSFIELD CA 93301,ACTIVE,Census,-121.415306,38.589325
2032,201118710114,"DOLLAR MART & DISCOUNT TOBACCO, LLC",1310 HOWE AVE STE A  SACRAMENTO CA 95825,1310 HOWE AVE STE A  SACRAMENTO CA 95825,1310 HOWE AVE STE A  SACRAMENTO CA 95825,ANJU BALA,1310 HOWE AVE STE A SACRAMENTO CA 95825,CANCELED,Census,-117.14256999999999,33.506679999999996
2043,C3430241,D.I.Y. TOBACCO FOR LESS INC,29760 RANCHO CALIFORNIA RD. STE 111  TEMECULA CA 92591,29760 RANCHO CALIFORNIA RD. STE 111  TEMECULA CA 92591,29760 RANCHO CALIFORNIA RD. STE 111  TEMECULA CA 92591,MING KIEN KAN,29760 RANCHO CALIFORNIA RD. STE 111 TEMECULA CA 92591,DISSOLVED,Census,-117.89027,34.105545
2043,C2388236,"TOBACCO 4 LESS, INC.",1760 GRASSCREEK DR  SAN DIMAS CA 91773,1399 N CITRUS AVE  COVINA CA 91722,1399 N CITRUS AVE  COVINA CA 91722,HAROUN E HANNA,1399 N CITRUS AVE COVINA CA 91722,DISSOLVED,Google,-118.19126000000001,33.8055242
2043,C3275069,"TOBACCO 4 LESS, INC.",141 E WILLOW ST STE R  LONG BEACH CA 90806,141 E WILLOW ST STE R  LONG BEACH CA 90806,141 E WILLOW ST STE R  LONG BEACH CA 90806,ABIR RAFEH,3064 TEXAS AVE SIMI VALLEY CA 93063,DISSOLVED,Census,-117.72684,33.62657
2043,200705710004,TOBACCO & GIFTS 4 LESS LLC,,23200 DEL LAGO DR  LAGUNA HILLS CA 92653,23200 DEL LAGO DR  LAGUNA HILLS CA 92653,MARTIN MILLER,27245 CRANBROOKE DR LAKE FOREST CA 92630,FTB SUSPENDED,Census,-117.787544,34.0624
2101,C3032339,"BEST TASTE FOR LESS ORIENTAL FOOD, INC.",674 FAIRPLEX DR  POMONA CA 91768,674 FAIRPLEX DR  POMONA CA 91768,674 FAIRPLEX DR  POMONA CA 91768,HENRY L LOA,674 FAIRPLEX DR POMONA CA 91768,ACTIVE,Census,-118.60189,34.201015000000005
2101,C1753812,"C & C PET FOOD FOR LESS, INC.",21720 SHERMAN WAY  CANOGA PARK CA 91303,21720 SHERMAN WAY  CANOGA PARK CA 91303,21720 SHERMAN WAY  CANOGA PARK CA 91303,TAE BEEN PARK,6626 VENTURA CANYON AVE VAN NUYS CA 91401,DISSOLVED,Census,-118.2437,33.873928
2101,C1815905,"FOOD 4 LESS GM, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE,Census,-117.93305,33.938666999999995
2101,C1848084,"FOOD 4 LESS HOLDINGS, INC.",777 S HARBOR BLVD  LA HABRA CA 90631,777 S HARBOR BLVD  LA HABRA CA 90631,777 S HARBOR BLVD  LA HABRA CA 90631,MARK A RESNIK,250 W FIRST STREET STE 210 CLAREMONT CA 91711,MERGED OUT,Census,-118.2437,33.873928
2101,C1919997,"FOOD 4 LESS HOLDINGS, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE,Census,-118.2437,33.873928
2101,C1687987,"FOOD 4 LESS MERCHANDISING, INC.",1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE,Census,-118.2437,33.873928
2101,C1423255,"FOOD 4 LESS OF CALIFORNIA, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE,Census,-118.2437,33.873928
2101,C1632232,"FOOD 4 LESS OF SOUTHERN CALIFORNIA, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE,Census,-117.93305,33.938666999999995
2101,C1642541,"FOOD 4 LESS SUPERMARKETS, INC.","TAX DIRECTOR, 777 S HARBOR BLVD  LA HABRA CA 90631",777 S HARBOR BLVD  LA HABRA CA 90631,777 S HARBOR BLVD  LA HABRA CA 90631,GREG MAYS,777 S HARBOR BLVD LA HABRA CA 90631,SURRENDER,Census,-120.99436999999999,37.69458
2101,C1242267,"FOOD-4-LESS OF CERES, INC.",3848 MC HENRY AVE  MODESTO CA 95356,,3848 MC HENRY AVE  MODESTO CA 95356,MICHAEL A WEBB,3848 MC HENRY AVE MODESTO CA 95356,MERGED OUT,Census,-121.98796999999999,37.96312
2101,200316700027,DURANT SQUARE FOOD 4 LESS L.P.,,4505 CLAYTON RD  CONCORD CA 94521,4505 CLAYTON RD  CONCORD CA 94521,STEVE SELLERS,4505 CLAYTON RD CONCORD CA 94521,ACTIVE,Google,-119.6999272,34.4236709
2103,C3554303,"805 MARKET & DELI, INC.",135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,SIMON MAIDA,135 E CARRILLO STREET SANTA BARBARA CA 93101,ACTIVE,Census,-118.18935400000001,33.824406
2103,C2610440,AL'S MARKET & DELI,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,SHIRLEY A. JOHNSON,1422 E. HELMICK STREET CARSON CA 90746-3110,SOS/FTB SUSPENDED,Google,-118.297905,34.17747689999999
2103,C3721781,"ALAMEDA DELI MARKET, INC.",906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,RAYMOND BARSEGAR NAZARI,906 S GLENAOKS BLVD BURBANK CA 91502,DISSOLVED,Census,-122.19782,39.747364000000005
2103,C4132582,"ALI'S DELI & MARKET, INC.",683 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,DANIEL ALEXANDER,"901 BRUCE RD., STE. 230 CHICO CA 95928",ACTIVE,Census,-117.88566599999999,33.68229
2103,C2490513,"ALVAND MARKET & DELI, INC.",3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,ASGHAR SALIMI,3033 BRISTOL ST STE G COSTA MESA CA 92626,DISSOLVED,Google,-117.8536015,33.7600099
2103,C2832508,AMBIKA MARKET & DELI CORPORATION,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,DAXA D PATEL,1225 W 17TH STREET SANTA ANA CA 92706,FTB SUSPENDED,Census,-118.61981000000002,34.493355
2103,C4131605,AMO MAC LIQUOR & DELI MARKET CORPORATION,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,,,ACTIVE,Census,-121.39351,38.595875
2103,C4149529,ARDEN MARKET & DELI,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,TEHSEEN KARIM,3017 ARDEN WAY SACRAMENTO CA 95828,ACTIVE,Google,-118.2820821,34.0115357
2103,C1466395,"ARENA MARKET & DELI, INC.",3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,JIMMIE L. POWELL,3990 SOUTH FIRGUEROA ST LOS ANGELES CA 90037,FTB SUSPENDED,Google,-118.3991037,33.8596287
2103,C2614551,"ASHLEY'S DELI & MARKET, INC.",828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,KRISTINE M ASHLEY,828 HERMOSA AVE HERMOSA BEACH CA 90254,ACTIVE,Census,-117.160995,32.715702
2103,201529310189,BAY AREA EUROPEAN MARKET & DELI LLC,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,FIONA BENNUN,1449 CREEKSIDE DR #3042 WALNUT CREEK CA 94596,CONVERTED-OUT,Census,-121.47276000000001,38.574795
2103,200600910257,"BON AIR MARKET AND DELI, LLC",,2531 J STREET  SACRAMENTO CA 95816,2531 J STREET  SACRAMENTO CA 95816,LARRY WRIGHT,4901 MARCONI AVENUE STE B SACRAMENTO CA 95816,ACTIVE,Google,-118.33261110000001,34.0172333
