IMPAQ_ID,Filing Number,Entity Name,Entity Mailing Address,Entity Store Address,Entity Address,Agent Name,Agent Address,Operation Status
2009,C2611394,"29 SMOKE SHOP, INC.","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277","71757 29 PALMS HWY, #D  TWENTYNINE PALMS CA 92277",ELIZABETH PRIETO,5494 MORONGO RD 29 PALMS CA 92277,DISSOLVED
2009,C4121558,888 SMOKE SHOP,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,11722 SALVIA ST  JURUPA VALLEY CA 91752,SAURAB KUMAR,11722 SALVIA ST JURUPA VALLEY CA 91752,ACTIVE
2009,C3670208,A2Z SMOKE SHOP,213 S VERMONT AVE  LOS ANGELES CA 93110,213 S VERMONT AVE  LOS ANGELES CA 90004,213 S VERMONT AVE  LOS ANGELES CA 90004,SAHAK VARDANYAN,213 S VERMONT AVE LOS ANGELES CA 90004,ACTIVE
2009,C4121435,AA SMOKE SHOP INC,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,2334 FLETCHER DR  LOS ANGELES CA 90039,DAVID AVETISYAN,2334 FLETCHER DR LOS ANGELES CA 90039,ACTIVE
2009,C4133996,"AA SMOKE SHOP PLUS, INC.",4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,4213 MCHENRY AVE  MODESTO CA 95356,BASMA MUTHANA,4213 MCHENRY AVE MODESTO CA 95356,ACTIVE
2009,C4203433,"ABC SMOKE SHOP, INC.",5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,MELAD SHABA,5621 BALBOA AVE SAN DIEGO CA 92111,ACTIVE
2009,C3680656,"ALEX SMOKE SHOP & MINI MART, INC",718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,ELSADIG BASHIR,718 N LA BREA AVE INGLEWOOD CA 90302,DISSOLVED
2009,201605410153,"1 STOP SMOKE SHOP & MORE, LLC",2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,ZINAH QASEM,1133 N CARPENTER RD MODESTO CA 95351,ACTIVE
2009,201610310529,1STOP SMOKE SHOP LLC,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,DERRICK WILLIAMS,15540 SHERMAN WAY #14 VAN NUYS CA 91406,SOS/FTB SUSPENDED
2009,201513910589,3 BROS SMOKE SHOP LLC,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,SARKIS GURYUNLYAN,10750 GLENOAKS BLVD #2 PACOIMA CA 91331,SOS/FTB SUSPENDED
2009,201507810175,"3 KINGZ SMOKE SHOP, LLC",7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,ERICK GURROLA,7453 OAKWOOD AVE LOS ANGELES CA 90036,SOS/FTB SUSPENDED
2009,201326210162,"710 BLUNTS AND STUFF SMOKE SHOP, LLC",1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,MALCOLM EQUINOA,1501 E LINCOLN ANAHEIM CA 92805,SOS/FTB SUSPENDED
2009,201700510303,A TO Z SMOKE SHOP AND MINI MART LLC,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,MENA W SALAMA,5067 LOGAN AVE SAN DIEGO CA 92113,ACTIVE
2009,200101310012,"ADAMS SMOKE SHOP, LLC.",,3546 ADAMS ST  RIVERSIDE CA 92504,3546 ADAMS ST  RIVERSIDE CA 92504,HISHAM ZAAI,3546 ADAMS ST RIVERSIDE CA 92504,FTB SUSPENDED
2009,201810210324,"ANOTHER SMOKE SHOP, LLC",13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,,,ACTIVE
2009,201234910008,"AREA 51 SMOKE SHOP, LLC",1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,RAHEEL LAKHANY,1001 SOUTH CENTRAL AVE GLENDALE CA 91204-2210,ACTIVE
2009,200923310084,"ARTESIA BOULEVARD SMOKE SHOP, LLC",,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,TING YUAN TAO,2801 E ARTESIA BOULEVARD UNIT A LONG BEACH CA 90805,FTB SUSPENDED
2032,C2381592,"A & P TOBACCO DISCOUNT, CORP.",20910 VANOWEN ST  CANOGA PARK CA 91303,20910 VANOWEN ST  CANOGA PARK CA 91303,20910 VANOWEN ST  CANOGA PARK CA 91303,FARZAD TAHOOR,20910 VANOWEN ST CANOGA PARK CA 91303,DISSOLVED
2032,C3322030,"DISCOUNT CENTER TOBACCO, INC.",12190 PERRIS BLVD STE Q  MORENO VALLEY CA 92557-7424,12190 PERRIS BLVD STE Q  MORENO VALLEY CA 92557-7424,12190 PERRIS BLVD STE Q  MORENO VALLEY CA 92557-7424,MIKE TELLO,11411 STEEPLE CHASE DR MORENO VALLEY CA 92555,DISSOLVED
2032,C2282603,"DISCOUNT TOBACCO OUTLET, INC.",3033 SCHLEE CYN RD  JAMUL CA 91935,3033 SCHLEE CYN RD  JAMUL CA 91935,3033 SCHLEE CYN RD  JAMUL CA 91935,JIM YACOO,3033 SCHLEE CYN RD JAMUL CA 91935,DISSOLVED
2032,C2457998,"DISCOUNT TOBACCO SHOP, INC.",927 E. LAS TUNAS DR. # B  SAN GABRIEL CA 91776,927 E. LAS TUNAS DR. # B  SAN GABRIEL CA 91776,927 E. LAS TUNAS DR. # B  SAN GABRIEL CA 91776,NADER MERCHO,927 E. LAS TUNAS DR. # B SAN GABRIEL CA 91776,SOS/FTB SUSPENDED
2032,C2023444,"DISCOUNT TOBACCO, INC.",7951 GARVEY AVE  ROSEMEAD CA 91770,7951 GARVEY AVE  ROSEMEAD CA 91770,7951 GARVEY AVE  ROSEMEAD CA 91770,ANNE LIEU,7951 GARVEY AVE ROSEMEAD CA 91770,DISSOLVED
2032,C3383856,"HOOVER DISCOUNT STORE AND TOBACCO, INC.",1131 S MAIN ST  SANTA ANA CA 92707,1131 S MAIN ST  SANTA ANA CA 92707,1131 S MAIN ST  SANTA ANA CA 92707,MOHAMED ABOSELIM,1131 S MAIN ST SANTA ANA CA 92707,ACTIVE
2032,C2834544,KIM'S DISCOUNT TOBACCO INC.,7953 GARVEY AVE  ROSEMEAD CA 91770,7953 GARVEY AVE  ROSEMEAD CA 91770,7953 GARVEY AVE  ROSEMEAD CA 91770,WINNIE CHUONG,7953 GARVEY AVE ROSEMEAD CA 91770,FTB SUSPENDED
2032,201119310428,99 CENT DISCOUNT MARKET TOBACCO LLC,,2009 W FLORENCE AVE  LOS ANGELES CA 90047,2009 W FLORENCE AVE  LOS ANGELES CA 90047,AMRO ABBAS,3013 S BRONSON AVE LOS ANGELES CA 90018,SOS/FTB SUSPENDED
2032,201607810116,"AG DISCOUNT & TOBACCO, LLC","624 MORNING DR, STE A  BAKERSFIELD CA 93306","624 MORNING DR, STE A  BAKERSFIELD CA 93306","624 MORNING DR, STE A  BAKERSFIELD CA 93306",ANWAR GAZALI,8925 RHINE VALLEY DR BAKERSFIELD CA 93301,ACTIVE
2032,201118710114,"DOLLAR MART & DISCOUNT TOBACCO, LLC",1310 HOWE AVE STE A  SACRAMENTO CA 95825,1310 HOWE AVE STE A  SACRAMENTO CA 95825,1310 HOWE AVE STE A  SACRAMENTO CA 95825,ANJU BALA,1310 HOWE AVE STE A SACRAMENTO CA 95825,CANCELED
2043,C3430241,D.I.Y. TOBACCO FOR LESS INC,29760 RANCHO CALIFORNIA RD. STE 111  TEMECULA CA 92591,29760 RANCHO CALIFORNIA RD. STE 111  TEMECULA CA 92591,29760 RANCHO CALIFORNIA RD. STE 111  TEMECULA CA 92591,MING KIEN KAN,29760 RANCHO CALIFORNIA RD. STE 111 TEMECULA CA 92591,DISSOLVED
2043,C2388236,"TOBACCO 4 LESS, INC.",1760 GRASSCREEK DR  SAN DIMAS CA 91773,1399 N CITRUS AVE  COVINA CA 91722,1399 N CITRUS AVE  COVINA CA 91722,HAROUN E HANNA,1399 N CITRUS AVE COVINA CA 91722,DISSOLVED
2043,C3275069,"TOBACCO 4 LESS, INC.",141 E WILLOW ST STE R  LONG BEACH CA 90806,141 E WILLOW ST STE R  LONG BEACH CA 90806,141 E WILLOW ST STE R  LONG BEACH CA 90806,ABIR RAFEH,3064 TEXAS AVE SIMI VALLEY CA 93063,DISSOLVED
2043,200705710004,TOBACCO & GIFTS 4 LESS LLC,,23200 DEL LAGO DR  LAGUNA HILLS CA 92653,23200 DEL LAGO DR  LAGUNA HILLS CA 92653,MARTIN MILLER,27245 CRANBROOKE DR LAKE FOREST CA 92630,FTB SUSPENDED
2101,C3032339,"BEST TASTE FOR LESS ORIENTAL FOOD, INC.",674 FAIRPLEX DR  POMONA CA 91768,674 FAIRPLEX DR  POMONA CA 91768,674 FAIRPLEX DR  POMONA CA 91768,HENRY L LOA,674 FAIRPLEX DR POMONA CA 91768,ACTIVE
2101,C1753812,"C & C PET FOOD FOR LESS, INC.",21720 SHERMAN WAY  CANOGA PARK CA 91303,21720 SHERMAN WAY  CANOGA PARK CA 91303,21720 SHERMAN WAY  CANOGA PARK CA 91303,TAE BEEN PARK,6626 VENTURA CANYON AVE VAN NUYS CA 91401,DISSOLVED
2101,C1815905,"FOOD 4 LESS GM, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE
2101,C1848084,"FOOD 4 LESS HOLDINGS, INC.",777 S HARBOR BLVD  LA HABRA CA 90631,777 S HARBOR BLVD  LA HABRA CA 90631,777 S HARBOR BLVD  LA HABRA CA 90631,MARK A RESNIK,250 W FIRST STREET STE 210 CLAREMONT CA 91711,MERGED OUT
2101,C1919997,"FOOD 4 LESS HOLDINGS, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE
2101,C1687987,"FOOD 4 LESS MERCHANDISING, INC.",1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE
2101,C1423255,"FOOD 4 LESS OF CALIFORNIA, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE
2101,C1632232,"FOOD 4 LESS OF SOUTHERN CALIFORNIA, INC.",1014 VINE STREET  CINCINNATI OH 45202,1100 W ARTESIA BLVD  COMPTON CA 90220,1100 W ARTESIA BLVD  COMPTON CA 90220,,,ACTIVE
2101,C1642541,"FOOD 4 LESS SUPERMARKETS, INC.","TAX DIRECTOR, 777 S HARBOR BLVD  LA HABRA CA 90631",777 S HARBOR BLVD  LA HABRA CA 90631,777 S HARBOR BLVD  LA HABRA CA 90631,GREG MAYS,777 S HARBOR BLVD LA HABRA CA 90631,SURRENDER
2101,C1242267,"FOOD-4-LESS OF CERES, INC.",3848 MC HENRY AVE  MODESTO CA 95356,,3848 MC HENRY AVE  MODESTO CA 95356,MICHAEL A WEBB,3848 MC HENRY AVE MODESTO CA 95356,MERGED OUT
2101,200316700027,DURANT SQUARE FOOD 4 LESS L.P.,,4505 CLAYTON RD  CONCORD CA 94521,4505 CLAYTON RD  CONCORD CA 94521,STEVE SELLERS,4505 CLAYTON RD CONCORD CA 94521,ACTIVE
2103,C3554303,"805 MARKET & DELI, INC.",135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,135 E CARRILLO STREET  SANTA BARBARA CA 93101,SIMON MAIDA,135 E CARRILLO STREET SANTA BARBARA CA 93101,ACTIVE
2103,C2610440,AL'S MARKET & DELI,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,,3711 LONG BEACH BLVD. #809  LONG BEACH CA 90807,SHIRLEY A. JOHNSON,1422 E. HELMICK STREET CARSON CA 90746-3110,SOS/FTB SUSPENDED
2103,C3721781,"ALAMEDA DELI MARKET, INC.",906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,906 S GLENAOKS BLVD  BURBANK CA 91502,RAYMOND BARSEGAR NAZARI,906 S GLENAOKS BLVD BURBANK CA 91502,DISSOLVED
2103,C4132582,"ALI'S DELI & MARKET, INC.",683 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,647 E. WALKER ST.  ORLAND CA 95963,DANIEL ALEXANDER,"901 BRUCE RD., STE. 230 CHICO CA 95928",ACTIVE
2103,C2490513,"ALVAND MARKET & DELI, INC.",3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,3033 BRISTOL ST STE G  COSTA MESA CA 92626,ASGHAR SALIMI,3033 BRISTOL ST STE G COSTA MESA CA 92626,DISSOLVED
2103,C2832508,AMBIKA MARKET & DELI CORPORATION,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,1225 W 17TH STREET  SANTA ANA CA 92706,DAXA D PATEL,1225 W 17TH STREET SANTA ANA CA 92706,FTB SUSPENDED
2103,C4131605,AMO MAC LIQUOR & DELI MARKET CORPORATION,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,31595 CASTAIC RD  CASTAIC CA 91384,,,ACTIVE
2103,C4149529,ARDEN MARKET & DELI,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,3027 ARDEN WAY  SACRAMENTO CA 95285,TEHSEEN KARIM,3017 ARDEN WAY SACRAMENTO CA 95828,ACTIVE
2103,C1466395,"ARENA MARKET & DELI, INC.",3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,3990 SOUTH FIRGUEROA ST  LOS ANGELES CA 90037,JIMMIE L. POWELL,3990 SOUTH FIRGUEROA ST LOS ANGELES CA 90037,FTB SUSPENDED
2103,C2614551,"ASHLEY'S DELI & MARKET, INC.",828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,828 HERMOSA AVE  HERMOSA BEACH CA 90254,KRISTINE M ASHLEY,828 HERMOSA AVE HERMOSA BEACH CA 90254,ACTIVE
2103,201529310189,BAY AREA EUROPEAN MARKET & DELI LLC,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,402 W BROADWAY STE 770  SAN DIEGO CA 92101,FIONA BENNUN,1449 CREEKSIDE DR #3042 WALNUT CREEK CA 94596,CONVERTED-OUT
2103,200600910257,"BON AIR MARKET AND DELI, LLC",,2531 J STREET  SACRAMENTO CA 95816,2531 J STREET  SACRAMENTO CA 95816,LARRY WRIGHT,4901 MARCONI AVENUE STE B SACRAMENTO CA 95816,ACTIVE
2103,201405010333,BROOKLYN DELI & MINI MARKET LLC,3800 S NORTON AVE  LOS ANGELES CA 90008,3800 S NORTON AVE  LOS ANGELES CA 90008,3800 S NORTON AVE  LOS ANGELES CA 90008,HAKEEM DOLPHIN,3800 S NORTON AVE LOS ANGELES CA 90008,ACTIVE
2103,200934110067,"CARDELLI'S ITALIAN MARKET, DELI, & CATERING ""LLC""",,8319 WHISPERING TREE DR  RIVERSIDE CA 92509,8319 WHISPERING TREE DR  RIVERSIDE CA 92509,TERESA GUZIEJKA,8319 WHISPERING TREE DR RIVERSIDE CA 92509,FTB SUSPENDED
2103,200912010126,"CHATSWORTH INTERNATIONAL DELI MARKET, LLC",,6314 VAN NUYS BLVD #202  VAN NUYS CA 91401,6314 VAN NUYS BLVD #202  VAN NUYS CA 91401,,,CANCELED
2103,201627110206,"COMMUNITY TABLE DELI + MARKET, LLC",PO BOX 1756  TRUCKEE CA 96161,15881 WINDSOR WAY  TRUCKEE CA 96161,15881 WINDSOR WAY  TRUCKEE CA 96161,RICHARD E MOLSBY,10280 DONNER PASS RD TRUCKEE CA 96161,CANCELED
2103,201615810447,CORONA HEIGHTS MARKET AND DELI LLC,4400 17TH STREET  SAN FRANCISCO CA 94114,4400 17TH STREET  SAN FRANCISCO CA 94114,4400 17TH STREET  SAN FRANCISCO CA 94114,MAZEN SALFITI,236 WEST PORTAL STE 174 SAN FRANCISCO CA 94127,CANCELED
2103,201405510353,CROSSROADS MARKET & DELI LLC,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,8481 WHITE HAWK RD  SHINGLE SPRINGS CA 95682,,,SOS/FTB SUSPENDED
2103,200123310070,DOWNTOWN MARKET AND DELI LLC,,8 N. SCHOOL ST.  LODI CA 95240,8 N. SCHOOL ST.  LODI CA 95240,MONEER A. BANDY,8 N. SCHOOL ST. LODI CA 95240,SOS/FTB SUSPENDED
2103,199803610006,"GOOD NEIGHBOR EUROPEAN DELI MARKET, LLC",5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,5111 COLLEGE OAK DR STE A& B  SACRAMENTO CA 95841,PAUL MOSKALETS,5111 COLLEGE OAK DR STE A& B SACRAMENTO CA 95841,ACTIVE
2112,C3793935,"ALBERTSON'S ABBEY CARPET AND FLOOR, INC.",736 FIRST STREET  BENICIA CA 94510,736 FIRST STREET  BENICIA CA 94510,736 FIRST STREET  BENICIA CA 94510,M KENDALL HILLMAN,"ONE HARBOR CENTER, SUITE 220 SUISUN CITY CA 94585",ACTIVE
2112,C2566552,"ALBERTSON'S ABBEY CARPET, INC.","5000 E 2ND STREET, #E  BENICIA CA 94510","5000 E 2ND STREET, #E  BENICIA CA 94510","5000 E 2ND STREET, #E  BENICIA CA 94510",,,DISSOLVED
2112,C3364625,"ALBERTSON'S CARPET CLENING AND SALES, INC.",281 COTTONWOOD DRIVE  VALLEJO CA 94591,281 COTTONWOOD DRIVE  VALLEJO CA 94591,281 COTTONWOOD DRIVE  VALLEJO CA 94591,M. KENDALL HILLMAN,"ONE HARBOR CENTER, SUITE 220 SUISUN CITY CA 94585",ACTIVE
2112,C0650739,"ALBERTSON'S FASHION DISCOUNT CENTER, INC.",245 N. VERMONT AVE.  LOS ANGELES CA 90004,245 N. VERMONT AVE.  LOS ANGELES CA 90004,245 N. VERMONT AVE.  LOS ANGELES CA 90004,,,FTB SUSPENDED
2112,C0680580,"ALBERTSON'S REALTY, INC.",250 PARKCENTER BLVD  BOISE ID 83706,250 PARKCENTER BLVD  BOISE ID 83706,250 PARKCENTER BLVD  BOISE ID 83706,,,SURRENDER
2112,C0473949,"ALBERTSON'S, INC.",,,,,,SURRENDER
2112,C0587366,"ALBERTSON'S, INC.",250 PARKCENTER BLVD  BOISE ID 83706,250 PARKCENTER BLVD  BOISE ID 83706,250 PARKCENTER BLVD  BOISE ID 83706,,,SURRENDER
2112,C3827270,"ALBERTSONS COMPANIES, INC.",PO BOX 20  BOISE ID 83726,250 E PARKCENTER BLVD  BOISE ID 83726,250 E PARKCENTER BLVD  BOISE ID 83726,,,ACTIVE
2112,C2789471,"NEW ALBERTSON'S, INC.",250 PARKCENTER BLVD  BOISE ID 83706,250 PARKCENTER BLVD  BOISE ID 83706,250 PARKCENTER BLVD  BOISE ID 83706,,,SURRENDER
2112,C3197380,"NEW ALBERTSON'S, INC.",PO BOX 20  BOISE ID 83726,250 E PARKCENTER BLVD  BOISE ID 83706,250 E PARKCENTER BLVD  BOISE ID 83706,,,SURRENDER
2112,200308710041,"ALBERTSON'S ABBEY CARPET, L.L.C.",,5000 EAST 2ND STREET #E  BENICIA CA 94510,5000 EAST 2ND STREET #E  BENICIA CA 94510,FRANK R. ACUNA,1460 MARIA LANE STE 200 WALNUT CREEK CA 94596,CONVERTED-OUT
2112,200217600021,"ALBERTSON'S CENTER, L.P.",,"355 BRISTOL STREET, STE. C  COSTA MESA CA 92626","355 BRISTOL STREET, STE. C  COSTA MESA CA 92626",ROGER DEYOUNG,"355 BRISTOL STREET, STE. C COSTA MESA CA 92626",CANCELED
2112,200609510117,ALBERTSON'S HOLDINGS LLC,,250 E PARKCENTER BLVD  BOISE ID 83706,250 E PARKCENTER BLVD  BOISE ID 83706,,,CANCELED
2112,200618910265,ALBERTSON'S LLC,"TAX DEPT 81017, PO BOX 20  BOISE ID 83726-0020",250 E PARKCENTER BLVD  BOISE ID 83706,250 E PARKCENTER BLVD  BOISE ID 83706,,,ACTIVE
2112,200627510217,ALBERTSON'S REALTY LLC,"PO BOX 20, TAX DEPT 81017  BOISE ID 83726-0020",250 E PARKCENTER BLVD  BOISE ID 83706,250 E PARKCENTER BLVD  BOISE ID 83706,,,ACTIVE
2112,201526710337,ALBERTSON'S STORES SUB LLC,PO BOX 20  BOISE ID 83726,250 E PARKCENTER BLVD  BOISE ID 83706,250 E PARKCENTER BLVD  BOISE ID 83706,,,ACTIVE
2112,201703910760,"ALBERTSONS COMPANIES SPECIALTY CARE, LLC","PO BOX 20, TAX DEPT 81017  BOISE ID 83726-0020",250 E PARKCENTER BLVD  BOISE ID 83706,250 E PARKCENTER BLVD  BOISE ID 83706,,,ACTIVE
2112,201608210177,"ALBERTSONS COMPANIES, LLC",PO BOX 20  BOISE ID 83726,250 E PARKCENTER BLVD  BOISE ID 83706,250 E PARKCENTER BLVD  BOISE ID 83706,,,CANCELED
2112,200534810196,"ALBERTSONS VILLAGE PUEBLO, LLC",1806 BELLES ST STE 9B  SAN FRANCISCO CA 94129,1806 BELLES ST STE 9B  SAN FRANCISCO CA 94129,1806 BELLES ST STE 9B  SAN FRANCISCO CA 94129,JOSEPH MERLE HARRIS JR,1806 BELLES ST STE 9B SAN FRANCISCO CA 94129,ACTIVE
2137,C0114146,"1687 MARKET STREET, INC.",1687 MARKET ST  SAN FRANCISCO CA 94103,1687 MARKET ST  SAN FRANCISCO CA 94103,1687 MARKET ST  SAN FRANCISCO CA 94103,ROBERT L AZEVEDO,16 SLOAT BLVD SAN FRANCISCO CA 94132,ACTIVE
2137,C0297012,30TH AND MARKET GAS MART,,,,,,DISSOLVED
2137,C0334601,4 KS MARKET,40998 FOREST HOME BLVD BOX 610  FORREST FALLS CA 92339,,40998 FOREST HOME BLVD BOX 610  FORREST FALLS CA 92339,,,DISSOLVED
2137,C0057887,"685 MARKET STREET, INC.",114 SANSOME ST. #1108  SAN FRANCISCO CA 94104,,114 SANSOME ST. #1108  SAN FRANCISCO CA 94104,,,MERGED OUT
2137,C0441266,930 MARKET STREET CO.,,,,,,FTB SUSPENDED
2137,C0290330,A. B. C. MARKET CORP.,5318 SO. MAIN ST.  LOS ANGELES CA 90037,,5318 SO. MAIN ST.  LOS ANGELES CA 90037,JOSEPH HENRY WOLF,9454 WILSHIRE BLVD #901 BEVERLY HILLS CA 90212,MERGED OUT
2137,C0503355,"ACORD'S MARKET, INC.",34099 DOHENY PARK RD  DANA POINT CA 92624,34099 DOHENY PARK RD  DANA POINT CA 92624,34099 DOHENY PARK RD  DANA POINT CA 92624,DENNIS D. DULL,34099 DOHENY PARK RD DANA POINT CA 92624,FTB SUSPENDED
2137,C0230653,ACTORS HOBBY MARKET,,,,,,FTB SUSPENDED
2137,C0211572,"ALL AMERICAN MARKET, INC.",,,,,,FTB SUSPENDED
2137,C0313582,ALLENE CAR MARKET,1149 N. HACIENDA BLVD.  LA PUENTE CA 91744,,1149 N. HACIENDA BLVD.  LA PUENTE CA 91744,CLAUDE W ROBERTS JR,1149 N HACIENDA BLVD LA PUENTE CA 91744,DISSOLVED
2137,200015310117,"1035 MARKET STREET, LLC",,ONE TOWNE SQUARE STE 1913  SOUTHFIELD MI 48076,ONE TOWNE SQUARE STE 1913  SOUTHFIELD MI 48076,,,CANCELED
2137,198432000060,"1049 MARKET STREET ASSOCIATES, A CALIFORNIA LIMITED PARTNERSHIP",,111 VALLEJO STREET  SAN FRANCISCO CA 94111,111 VALLEJO STREET  SAN FRANCISCO CA 94111,HARVEY RIFKIN,111 VALLEJO STREET SAN FRANCISCO CA 94111,ACTIVE
2137,199901910099,"1066 MARKET, LLC",,235 MONTGOMERY ST 16TH FL  SAN FRANCISCO CA 94104,235 MONTGOMERY ST 16TH FL  SAN FRANCISCO CA 94104,,,ACTIVE
2137,199902510075,"1067 MARKET STREET, LLC",16351 SKYLINE BLVD  WOODSIDE CA 94062,16351 SKYLINE BLVD  WOODSIDE CA 94062,16351 SKYLINE BLVD  WOODSIDE CA 94062,JOHN GALL,1005 MARKET ST #310 SAN FRANCISCO CA 94103,ACTIVE
2137,199816910055,"1077 MARKET ST., LLC",,2341 EASTLAKE AVE E. P.O.BOX 2602  SEATTLE WA 98111-2602,2341 EASTLAKE AVE E. P.O.BOX 2602  SEATTLE WA 98111-2602,,,CANCELED
2137,198430400027,"1095 MARKET STREET ASSOCIATES, A LIMITED PARTNERSHIP",,"1990 N. CALIFORNIA BLVD., SUITE 20  WALNUT CREEK CA 94596","1990 N. CALIFORNIA BLVD., SUITE 20  WALNUT CREEK CA 94596",JAMES H. CANTRELL,"1990 N. CALIFORNIA BLVD., SUITE 20 WALNUT CREEK CA 94596",DISSOLVED
2137,200024310039,"1095 MARKET STREET, LLC",,ONE TOWNE SQUARE SUITE 1913  SOUTHFIELD MI 48076,ONE TOWNE SQUARE SUITE 1913  SOUTHFIELD MI 48076,,,CANCELED
2137,200119910047,10TH & MARKET ENTERPRISE LLC,,"100 THE EMBARCADERO, PENTHOUSE  SAN FRANCISCO CA 94105-1217","100 THE EMBARCADERO, PENTHOUSE  SAN FRANCISCO CA 94105-1217",STEVEN KAY,"100 THE EMBARCADERO, PENTHOUSE SAN FRANCISCO CA 94105-1217",FTB SUSPENDED
2137,199816910056,"1127 MARKET ST., LLC",,2341 EASTLAKE E. POBOX 2602  SEATTLE WA 98111-2602,2341 EASTLAKE E. POBOX 2602  SEATTLE WA 98111-2602,,,CANCELED
2137,198501800044,"1242 MARKET STREET, LTD.",,"1242 MARKET STREET, FIFTH FLOOR  SAN FRANCISCO CA 94102","1242 MARKET STREET, FIFTH FLOOR  SAN FRANCISCO CA 94102",SUZIE S. THORN,"1242 MARKET STREET, FIFTH FLOOR SAN FRANCISCO CA 94102",ACTIVE
2141,C3133890,"BJ'S EXPRESS MART, INC.",700 S. DEMAREE ST.  VISALIA CA 93277,700 S. DEMAREE ST.  VISALIA CA 93277,700 S. DEMAREE ST.  VISALIA CA 93277,WAEL AROUCH,700 S. DEMAREE ST. VISALIA CA 93277,ACTIVE
