IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Business Status,Business Status_changes,Business Status_update,On Tribe Land,On Tribe Land_changes,On Tribe Land_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,Coordinates,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id
643,RIVERSIDE LIQUORS,Correct,RIVERSIDE LIQUORS,507 1ST AVE. E.,Correct,507 1ST AVE. E.,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.79967856,Correct,44.79967856,-93.52062098,Correct,-93.52062098,"507 1ST AVE. E.  SHAKOPEE, MN 55379",Correct,"507 1ST AVE. E. SHAKOPEE, MN 55379",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,643.0,,,POINT (-93.52062098 44.79967856),3.6821071223771034,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
644,SHAKOPEE VFW 4046,SHAKOPEE VFW POST 4046,SHAKOPEE VFW POST 4046,1201 3RD AVE. E.,Correct,1201 3RD AVE. E.,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.79888716,Correct,44.79888716,-93.50969422,Correct,-93.50969422,"1201 3RD AVE. E.  SHAKOPEE, MN 55379",Correct,"1201 3RD AVE. E. SHAKOPEE, MN 55379",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,644.0,,,POINT (-93.50969422 44.79888716),3.0246366309606594,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
645,WINE CELLARS,SHAKOPEE WINE CELLARS,SHAKOPEE WINE CELLARS,4041 DEAN LAKES BLVD.,Correct,4041 DEAN LAKES BLVD.,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.77917402,Correct,44.77917402,-93.46873011,Correct,-93.46873011,"4041 DEAN LAKES BLVD.  SHAKOPEE, MN 55379",Correct,"4041 DEAN LAKES BLVD. SHAKOPEE, MN 55379",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,645.0,1.0,yes,POINT (-93.46873011 44.77917402),0.2228364286666191,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
646,SUPER AMERICA # 4439,Can't Validate,SUPER AMERICA # 4439,12835 VENTURA CT.,Can't Validate,12835 VENTURA CT.,SHAKOPEE,Can't Validate,SHAKOPEE,MN,Can't Validate,MN,55379,Can't Validate,55379,44.76470394,Can't Validate,44.76470394,-93.57848335,Can't Validate,-93.57848335,"12835 VENTURA CT.  SHAKOPEE, MN 55379",Can't Validate,"12835 VENTURA CT. SHAKOPEE, MN 55379",,Can't Validate,SCOTT,In Operation,Can't Validate,In Operation,Yes,No,No,,Original,646.0,,,POINT (-93.57848335 44.76470394),5.265483005829951,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
647,SUPER AMERICA #4035,Can't Validate,SUPER AMERICA #4035,1155 1ST AVE. E.,Can't Validate,1155 1ST AVE. E.,SHAKOPEE,Can't Validate,SHAKOPEE,MN,Can't Validate,MN,55379,Can't Validate,55379,44.80132432,Can't Validate,44.80132432,-93.51109716,Can't Validate,-93.51109716,"1155 1ST AVE. E.  SHAKOPEE, MN 55379",Can't Validate,"1155 1ST AVE. E. SHAKOPEE, MN 55379",,Can't Validate,SCOTT,In Operation,Can't Validate,In Operation,Yes,No,No,,Original,647.0,,,POINT (-93.51109716000001 44.80132432),3.1848636423346925,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
648,SUPER AMERICA #4546,Can't Validate,SUPER AMERICA #4546,1298 VIERLING DR. E.,Can't Validate,1298 VIERLING DR. E.,SHAKOPEE,Can't Validate,SHAKOPEE,MN,Can't Validate,MN,55379,Can't Validate,55379,44.78077481,Can't Validate,44.78077481,-93.50705921,Can't Validate,-93.50705921,"1298 VIERLING DR. E.  SHAKOPEE, MN 55379",Can't Validate,"1298 VIERLING DR. E. SHAKOPEE, MN 55379",,Can't Validate,SCOTT,In Operation,Can't Validate,In Operation,Yes,No,No,,Original,648.0,,,POINT (-93.50705920999999 44.78077481),2.278757739731152,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
649,SUPER AMERICA #8510,Can't Validate,SUPER AMERICA #8510,1195 CANTERBURY RD.,Can't Validate,1195 CANTERBURY RD.,SHAKOPEE,Can't Validate,SHAKOPEE,MN,Can't Validate,MN,55379,Can't Validate,55379,44.78551424,Can't Validate,44.78551424,-93.46880206,Can't Validate,-93.46880206,"1195 CANTERBURY RD.  SHAKOPEE, MN 55379",Can't Validate,"1195 CANTERBURY RD. SHAKOPEE, MN 55379",,Can't Validate,SCOTT,In Operation,Can't Validate,In Operation,Yes,No,No,,Original,649.0,,,POINT (-93.46880206 44.78551424),0.6369484262831933,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
650,TOBACCO EXPRESS,Correct,TOBACCO EXPRESS,1148 VIERLING DR. E.,Correct,1148 VIERLING DR. E.,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.78100864,Correct,44.78100864,-93.50911866,Correct,-93.50911866,"1148 VIERLING DR. E.  SHAKOPEE, MN 55379",Correct,"1148 VIERLING DR. E. SHAKOPEE, MN 55379",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,650.0,,,POINT (-93.50911866 44.78100864),2.324758631469666,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
651,TOP STAR MARKET,Correct,TOP STAR MARKET,615 MARSCHALL RD. S,Correct,615 MARSCHALL RD. S,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.79326639,Correct,44.79326639,-93.50749987,Correct,-93.50749987,"615 MARSCHALL RD. S  SHAKOPEE, MN 55379",Correct,"615 MARSCHALL RD. S SHAKOPEE, MN 55379",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,651.0,,,POINT (-93.50749987 44.79326639),2.7282836927145793,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
652,TURTLES BAR & GRILL,Correct,TURTLES BAR & GRILL,132 1ST AVE. E.,Correct,132 1ST AVE. E.,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.79853642,Correct,44.79853642,-93.5262957,Correct,-93.5262957,"132 1ST AVE. E.  SHAKOPEE, MN 55379",Correct,"132 1ST AVE. E. SHAKOPEE, MN 55379",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,652.0,,,POINT (-93.52629570000001 44.79853642),3.8032353509062795,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
653,VALLEY LIQUOR,CROSSROADS LIQUOR,CROSSROADS LIQUOR,1102 SHAKOPEE TOWN SQ.,471 MARSCHALL RD,471 MARSCHALL RD,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.78662041,44.79602920000001,44.79602920000001,-93.55362609,-93.5069758,-93.5069758,"1102 SHAKOPEE TOWN SQ.  SHAKOPEE, MN 55379","471 Marschall Rd, Shakopee, MN 55379, USA","471 Marschall Rd, Shakopee, MN 55379, USA",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,653.0,1.0,yes,POINT (-93.50697579999999 44.79602920000001),2.778525761526544,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
654,WALGREEN DRUG,Correct,WALGREEN DRUG,1291 TASHA BLVD.,Correct,1291 TASHA BLVD.,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.7821238,Correct,44.7821238,-93.50645666,Correct,-93.50645666,"1291 TASHA BLVD.  SHAKOPEE, MN 55379",Correct,"1291 TASHA BLVD. SHAKOPEE, MN 55379",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,654.0,1.0,yes,POINT (-93.50645666 44.78212379999999),2.357654833929736,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
655,WAL-MART,Correct,WAL-MART,8101 OLD CARRIAGE COURT,8101 OLD CARRIAGE CT,8101 OLD CARRIAGE CT,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.77867939,44.779375099999996,44.779375099999996,-93.41698314,-93.4180149,-93.4180149,"8101 OLD CARRIAGE COURT  SHAKOPEE, MN 55379","8101 Old Carriage Ct, Shakopee, MN 55379, USA","8101 Old Carriage Ct, Shakopee, MN 55379, USA",,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,655.0,1.0,yes,POINT (-93.4180149 44.7793751),1.5742483673119552,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
656,MAX MINI STORE,Correct,MAX MINI STORE,50758 STATE HWY. 46,50758 -46,50758 -46,SQUAW LAKE,Correct,SQUAW LAKE,MN,Correct,MN,56681,Correct,56681,47.61433135,47.61230379999999,47.61230379999999,-94.12902972,-94.12660670000001,-94.12660670000001,"50758 STATE HWY. 46  SQUAW LAKE, MN 56681","50758 MN-46, Squaw Lake, MN 56681, USA","50758 MN-46, Squaw Lake, MN 56681, USA",,Correct,ITASCA,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,656.0,,,POINT (-94.1266067 47.61230379999999),0.0,Leech Lake,Leech Lake Reservation,,,From Original List,,,,,
657,Duff's Tavern on Main,Correct,Duff's Tavern on Main,108 MAIN ST. E.,Correct,108 MAIN ST. E.,VERMILLION,Correct,VERMILLION,MN,Correct,MN,55085,Correct,55085,44.67365654,Correct,44.67365654,-92.96512792,Correct,-92.96512792,"108 MAIN ST. E.  VERMILLION, MN 55085",Correct,"108 MAIN ST. E. VERMILLION, MN 55085",,Correct,DAKOTA,In Operation,No changes,In Operation,Yes,No,No,,Original,657.0,,,POINT (-92.96512792 44.67365654),12.704497136931606,,,Prairie Island,Prairie Island Off-Reservation Trust Land,From Original List,,,,,
658,VERMILLION PUMP & MARKET,Correct,VERMILLION PUMP & MARKET,108 PARK AVE. N.,Correct,108 PARK AVE. N.,VERMILLION,Correct,VERMILLION,MN,Correct,MN,55085,Correct,55085,44.67388137,Correct,44.67388137,-92.96556859,Correct,-92.96556859,"108 PARK AVE. N.  VERMILLION, MN 55085",Correct,"108 PARK AVE. N. VERMILLION, MN 55085",,Correct,DAKOTA,In Operation,No changes,In Operation,Yes,No,No,,Original,658.0,,,POINT (-92.96556859 44.67388137),12.734343000580814,,,Prairie Island,Prairie Island Off-Reservation Trust Land,From Original List,,,,,
659,ORTON'S FOOD MART/BP,Correct,ORTON'S FOOD MART/BP,6854 Y FRONTAGE RD. N.W.,Correct,6854 Y FRONTAGE RD. N.W.,WALKER,Correct,WALKER,MN,Correct,MN,56484,Correct,56484,47.05547269,Correct,47.05547269,-94.54180193,Correct,-94.54180193,"6854 Y FRONTAGE RD. N.W. PO BOX 820 WALKER, MN 56484",Correct,"6854 Y FRONTAGE RD. N.W. WALKER, MN 56484",CASS,Correct,CASS,In Operation,No changes,In Operation,Unknown,Yes,Yes,PO BOX 820,Original,659.0,,,POINT (-94.54180193000001 47.05547269),0.0,Leech Lake,Leech Lake Reservation,,,From Original List,,,,,
660,TAYLOR BAITS AND TACKLE,Can't Validate,TAYLOR BAITS AND TACKLE,2303 STATE HIGHWAY 113,Can't Validate,2303 STATE HIGHWAY 113,WAUBUN,Can't Validate,WAUBUN,MN,Can't Validate,MN,56589,Can't Validate,56589,47.1789156,Can't Validate,47.1789156,-95.7828132,Can't Validate,-95.7828132,"2303 STATE HIGHWAY 113  WAUBUN, MN 56589",Can't Validate,"2303 STATE HIGHWAY 113 WAUBUN, MN 56589",,Can't Validate,MAHNOMEN,In Operation,Can't Validate,In Operation,Yes,No changes,Yes,,Google,660.0,1.0,maybe,POINT (-95.78281319999999 47.1789156),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
661,CEDAR CREST RESORT,Correct,CEDAR CREST RESORT,29783 387TH ST.,Correct,29783 387TH ST.,WAUBUN,Correct,WAUBUN,MN,Correct,MN,56589,Correct,56589,47.13168,Correct,47.13168,-95.77242,Correct,-95.77242,"29783 387TH ST.  WAUBUN, MN 56589",Correct,"29783 387TH ST. WAUBUN, MN 56589",,Correct,BECKER,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,661.0,,,POINT (-95.77242 47.13168),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
662,ELBOW LAKE STORE & BAR,Can't Validate,ELBOW LAKE STORE & BAR,40419 ELBOW LAKE STORE RD.,Can't Validate,40419 ELBOW LAKE STORE RD.,WAUBUN,Can't Validate,WAUBUN,MN,Can't Validate,MN,56589,Can't Validate,56589,47.14756,Can't Validate,47.14756,-95.54034,Can't Validate,-95.54034,"40419 ELBOW LAKE STORE RD.  WAUBUN, MN 56589",Can't Validate,"40419 ELBOW LAKE STORE RD. WAUBUN, MN 56589",,Can't Validate,BECKER,In Operation,Can't Validate,In Operation,Yes,No changes,Yes,,Original,662.0,,,POINT (-95.54034 47.14756),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
663,E-Z ONE STOP,Correct,E-Z ONE STOP,3194 U.S. HWY. 59,Correct,3194 U.S. HWY. 59,WAUBUN,Correct,WAUBUN,MN,Correct,MN,56589,Correct,56589,47.1804896,Correct,47.1804896,-95.93322216,Correct,-95.93322216,"3194 U.S. HWY. 59  WAUBUN, MN 56589",Correct,"3194 U.S. HWY. 59 WAUBUN, MN 56589",,Correct,MAHNOMEN,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,663.0,1.0,yes,POINT (-95.93322216 47.1804896),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
664,HOMETOWN FOOD,HOMETOWN FOODS,HOMETOWN FOODS,1007 PRAIRIE AVE,Correct,1007 PRAIRIE AVE,WAUBUN,Correct,WAUBUN,MN,Correct,MN,56589,Correct,56589,47.18244113,Correct,47.18244113,-95.94306973,Correct,-95.94306973,"1007 PRAIRIE AVE  WAUBUN, MN 56589",Correct,"1007 PRAIRIE AVE WAUBUN, MN 56589",,Correct,MAHNOMEN,Out of Business,In Operation,In Operation,Yes,No changes,Yes,,Original,664.0,1.0,yes,POINT (-95.94306973 47.18244113),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
665,NEW HORIZON RESORT,NEW HORIZON RESORT/LODGE,NEW HORIZON RESORT/LODGE,2379 PERCH ROAD,Correct,2379 PERCH ROAD,WAUBUN,Correct,WAUBUN,MN,Correct,MN,56589,Correct,56589,47.15153142,Correct,47.15153142,-95.76599328,Correct,-95.76599328,"2379 PERCH ROAD  WAUBUN, MN 56589",Correct,"2379 PERCH ROAD WAUBUN, MN 56589",,Correct,MAHNOMEN,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,665.0,0.0,,POINT (-95.76599328 47.15153142),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
666,LUCKY DAY LIQUOR,Correct,LUCKY DAY LIQUOR,6690 STURGEON LAKE RD.,Correct,6690 STURGEON LAKE RD.,WELCH,Correct,WELCH,MN,Correct,MN,55089,Correct,55089,44.63066894,Correct,44.63066894,-92.67088783,Correct,-92.67088783,"6690 STURGEON LAKE RD.  WELCH, MN 55089",Correct,"6690 STURGEON LAKE RD. WELCH, MN 55089",,Correct,GOODHUE,In Operation,No changes,In Operation,Yes,No,No,,Original,666.0,,,POINT (-92.67088783 44.63066894),0.4288092190414449,,,Prairie Island,Prairie Island Off-Reservation Trust Land,From Original List,,,,,
667,CANNON RIVER INN,Correct,CANNON RIVER INN,26374 COUNTY 7 BLVD.,Correct,26374 COUNTY 7 BLVD.,WELCH,Correct,WELCH,MN,Correct,MN,55089,Correct,55089,44.56811211,Correct,44.56811211,-92.73778838,Correct,-92.73778838,"26374 COUNTY 7 BLVD. BOX 135 WELCH, MN 55089",Correct,"26374 COUNTY 7 BLVD. WELCH, MN 55089",,Correct,GOODHUE,In Operation,No changes,In Operation,Yes,No,No,BOX 135,Original,667.0,,,POINT (-92.73778838 44.56811211),2.4271092316788017,,,Prairie Island,Prairie Island Off-Reservation Trust Land,From Original List,,,,,
668,AMERICAN LEGION CLUB,Correct,AMERICAN LEGION CLUB,122 W MONROE AVE,Correct,122 W MONROE AVE,MAHNOMEN,Correct,MAHNOMEN,MN,Correct,MN,56557,Correct,56557,47.31517206,Correct,47.31517206,-95.96900615,Correct,-95.96900615,"122 W MONROE AVE  MAHNOMEN, MN 56557",Correct,"122 W MONROE AVE MAHNOMEN, MN 56557",,Correct,MAHNOMEN,Out of Business,No changes,Out of Business,Yes,No changes,Yes,,Original,668.0,,,POINT (-95.96900615 47.31517206),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
669,CALLAWAY LIQUOR STORE,Correct,CALLAWAY LIQUOR STORE,406 MAIN AVE,Correct,406 MAIN AVE,CALLAWAY,Correct,CALLAWAY,MN,Correct,MN,56521,Correct,56521,46.98146966,Correct,46.98146966,-95.90914735,Correct,-95.90914735,"406 MAIN AVE  CALLAWAY, MN 56521",Correct,"406 MAIN AVE CALLAWAY, MN 56521",,Correct,BECKER,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,669.0,,,POINT (-95.90914735 46.98146966),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
670,M and W,Correct,M and W,401 2ND STREET,Correct,401 2ND STREET,OGEMA,Correct,OGEMA,MN,Correct,MN,56569,Correct,56569,47.10384000000001,Correct,47.10384000000001,-95.92654,Correct,-95.92654,"401 2ND STREET  OGEMA, MN 56569",Correct,"401 2ND STREET OGEMA, MN 56569",,Correct,BECKER,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,670.0,1.0,yes,POINT (-95.92654 47.10384000000001),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
671,M AND W,M AND W SERVICE,M AND W SERVICE,25747 STATE HIGHWAY 224,Correct,25747 STATE HIGHWAY 224,OGEMA,Correct,OGEMA,MN,Correct,MN,56569,Correct,56569,47.09313846,Correct,47.09313846,-95.85074537,Correct,-95.85074537,"25747 STATE HIGHWAY 224  OGEMA, MN 56569",Correct,"25747 STATE HIGHWAY 224 OGEMA, MN 56569",,Correct,BECKER,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,671.0,,,POINT (-95.85074537 47.09313846),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
672,OGEMA MUNICIPAL LIQUOR STORE,Correct,OGEMA MUNICIPAL LIQUOR STORE,411 MAIN ST E,Correct,411 MAIN ST E,OGEMA,Correct,OGEMA,MN,Correct,MN,56569,Correct,56569,47.10283315,Correct,47.10283315,-95.92525418,Correct,-95.92525418,"411 MAIN ST E  OGEMA, MN 56569",Correct,"411 MAIN ST E OGEMA, MN 56569",,Correct,BECKER,In Operation,No changes,In Operation,Yes,No changes,Yes,,Original,672.0,,,POINT (-95.92525418 47.10283315),0.0,White Earth,White Earth Reservation,,,From Original List,,,,,
673,SAWYER STORE,Correct,SAWYER STORE,3252 HWY 210,3252 -210,3252 -210,SAWYER,CLOQUET,CLOQUET,MN,Correct,MN,55780,55720,55720,46.67123726,46.67117119999999,46.67117119999999,-92.63506897,-92.6347902,-92.6347902,"3252 HWY 210  SAWYER, MN 55780","3252 MN-210, Cloquet, MN 55720, USA","3252 MN-210, Cloquet, MN 55720, USA",,Correct,CARLTON,Out of Business,In Operation,In Operation,Yes,No changes,Yes,,Original,673.0,,,POINT (-92.6347902 46.67117119999999),0.0,Fond du Lac,Fond du Lac Reservation,,,From Original List,,,,,
674,DOLLAR GENERAL,Correct,DOLLAR GENERAL,1202 SHAKOPEE TOWN SQ.,Correct,1202 SHAKOPEE TOWN SQ.,SHAKOPEE,Correct,SHAKOPEE,MN,Correct,MN,55379,Correct,55379,44.78461287,Correct,44.78461287,-93.55448186,Correct,-93.55448186,"1202 SHAKOPEE TOWN SQ.  SHAKOPEE, MN 55379",Correct,"1202 SHAKOPEE TOWN SQ. SHAKOPEE, MN 55379",SCOTT,Correct,SCOTT,In Operation,No changes,In Operation,Yes,No,No,,Original,674.0,,,POINT (-93.55448186 44.78461287),4.342320581934157,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,From Original List,,,,,
675,BEAULIEU'S GAS & STORE,Correct,BEAULIEU'S GAS & STORE,STATE HWY. 1,Correct,STATE HWY. 1,RED LAKE,Correct,RED LAKE,MN,Correct,MN,56671,Correct,56671,47.8758,Correct,47.8758,-95.02518,Correct,-95.02518,"STATE HWY. 1  RED LAKE, MN 56671",Correct,"STATE HWY. 1 RED LAKE, MN 56671",,Correct,BELTRAMI,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,675.0,1.0,yes,POINT (-95.02518000000001 47.8758),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
676,RED LAKE NATION FOODS,Correct,RED LAKE NATION FOODS,15761 HIGH SCHOOL DR.,23990 -1,23990 -1,RED LAKE,Correct,RED LAKE,MN,Correct,MN,56671,Correct,56671,47.87704,47.87849259999999,47.87849259999999,-95.01528,-95.014379,-95.014379,"15761 HIGH SCHOOL DR.  RED LAKE, MN 56671","23990 MN-1, Red Lake, MN 56671, USA","23990 MN-1, Red Lake, MN 56671, USA",,Correct,BELTRAMI,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,676.0,1.0,yes,POINT (-95.01437900000001 47.87849259999999),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
677,RED LAKE NATION FUELS,Correct,RED LAKE NATION FUELS,MN HWY. 89,10308 -89,10308 -89,RED LAKE,Correct,RED LAKE,MN,Correct,MN,56671,Correct,56671,47.86912,47.8044905,47.8044905,-95.04515,-95.0296837,-95.0296837,"MN HWY. 89  RED LAKE, MN 56671","10308 MN-89, Red Lake, MN 56671, USA","10308 MN-89, Red Lake, MN 56671, USA",,Correct,BELTRAMI,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,677.0,,,POINT (-95.02968370000001 47.8044905),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
678,SEVEN CLANS CASINO - RED LAKE,Correct,SEVEN CLANS CASINO - RED LAKE,10200 HWY. 89,10200 -89,10200 -89,RED LAKE,Correct,RED LAKE,MN,Correct,MN,56671,Correct,56671,47.8032,47.80319670000001,47.80319670000001,-95.02471,-95.02471240000001,-95.02471240000001,"10200 HWY. 89  RED LAKE, MN 56671","10200 MN-89, Red Lake, MN 56671, USA","10200 MN-89, Red Lake, MN 56671, USA",,Correct,BELTRAMI,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,678.0,,,POINT (-95.0247124 47.80319670000001),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
679,SEVEN CLANS CASINO - THIEF RIVER FALLS,Correct,SEVEN CLANS CASINO - THIEF RIVER FALLS,20595 CENTER ST. E.,Correct,20595 CENTER ST. E.,THIEF RIVER FALLS,Correct,THIEF RIVER FALLS,MN,Correct,MN,56701,Correct,56701,48.01956,Correct,48.01956,-96.03389,Correct,-96.03389,"20595 CENTER ST. E.  THIEF RIVER FALLS, MN 56701",Correct,"20595 CENTER ST. E. THIEF RIVER FALLS, MN 56701",,Correct,PENNINGTON,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,679.0,0.0,,POINT (-96.03389 48.01956),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
680,SEVEN CLANS CASINO - WARROAD,Correct,SEVEN CLANS CASINO - WARROAD,34966 605TH AVE.,Correct,34966 605TH AVE.,WARROAD,Correct,WARROAD,MN,Correct,MN,56763,Correct,56763,48.90228,Correct,48.90228,-95.29627,Correct,-95.29627,"34966 605TH AVE.  WARROAD, MN 56763",Correct,"34966 605TH AVE. WARROAD, MN 56763",,Correct,ROSEAU,In Operation,No changes,In Operation,Unknown,No,No,,Original,680.0,,,POINT (-95.29626999999999 48.90228),10.363182006802779,,,Red Lake,Red Lake Reservation,From Original List,,,,,
681,THE BEZHIGWAABIK STORE,Correct,THE BEZHIGWAABIK STORE,HWY. 89,Correct,HWY. 89,RED LAKE,Correct,RED LAKE,MN,Correct,MN,56671,Correct,56671,47.86912,Correct,47.86912,-95.04515,Correct,-95.04515,"HWY. 89  RED LAKE, MN 56671",Correct,"HWY. 89 RED LAKE, MN 56671",,Correct,BELTRAMI,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,681.0,1.0,yes,POINT (-95.04515000000001 47.86912),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
682,THE OTHER STORE,Correct,THE OTHER STORE,446 HWY. 1 E.,Correct,446 HWY. 1 E.,RED LAKE,Correct,RED LAKE,MN,Correct,MN,56670,Correct,56670,47.87584,Correct,47.87584,-94.93993,Correct,-94.93993,"446 HWY. 1 E.  RED LAKE, MN 56670",Correct,"446 HWY. 1 E. RED LAKE, MN 56670",,Correct,BELTRAMI,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,682.0,1.0,yes,POINT (-94.93993 47.87584),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
683,WESTBROOK'S REDBY STORE,Correct,WESTBROOK'S REDBY STORE,HWY. 1 E.,Correct,HWY. 1 E.,REDBY,Correct,REDBY,MN,Correct,MN,56670,Correct,56670,47.8811,Correct,47.8811,-94.90421,Correct,-94.90421,"HWY. 1 E.  REDBY, MN 56670",Correct,"HWY. 1 E. REDBY, MN 56670",,Correct,BELTRAMI,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,683.0,,,POINT (-94.90420999999999 47.8811),0.0,Red Lake,Red Lake Reservation,,,From Original List,,,,,
684,DAKOTA MEADOWS RV PARK,DAKOTAH MEADOWS RV PARK,DAKOTAH MEADOWS RV PARK,2341 PARK PL. N.W.,Correct,2341 PARK PL. N.W.,PRIOR LAKE,Correct,PRIOR LAKE,MN,Correct,MN,55372,Correct,55372,44.726151,Correct,44.726151,-93.473734,Correct,-93.473734,"2341 PARK PL. N.W.  PRIOR LAKE, MN 55372",Correct,"2341 PARK PL. N.W. PRIOR LAKE, MN 55372",,Correct,SCOTT,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,684.0,0.0,,POINT (-93.47373399999999 44.726151),0.0,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Off-Reservation Trust Land,,,From Original List,,,,,
